date,region,total_accounts,total_in_credit_org,clients-legal entities that are not credit institutions,individual clients,"The number of accounts opened by institutions of the banking system, per 1 resident, units."
01.01.2012,Республика Тыва,"700,5","700,1","6,6","693,5","2,3"
01.01.2012,Республика Хакасия,"1 609,9","1 609,6","21,2","1 588,4",3
01.01.2012,Ростовская область,"14 337,7","14 335,7","197,1","14 138,6","3,4"
01.01.2012,Рязанская область,"3 624,0","3 622,9","46,1","3 576,8","3,1"
01.01.2012,Самарская область,"18 629,6","18 628,8","160,1","18 468,7","5,8"
01.01.2012,г. Санкт-Петербург,"25 425,4","25 425,1","489,4","24 935,7","5,2"
01.01.2012,Саратовская область,"8 230,7","8 229,9","83,9","8 146,0","3,3"
01.01.2012,Сахалинская область,"1 681,4","1 681,2","28,6","1 652,6","3,4"
01.01.2012,Свердловская область,"17 866,3","17 865,8","308,8","17 556,9","4,2"
01.01.2012,Смоленская область,"1 234,7","1 234,2","35,3","1 198,9","1,3"
01.01.2012,Ставропольский край,"8 250,6","8 249,8","86,5","8 163,4",3
01.01.2012,Тамбовская область,"3 183,4","3 182,5","19,2","3 163,4","2,9"
01.01.2012,Тверская область,"2 369,3","2 368,2","44,5","2 323,7","1,8"
01.01.2012,Томская область,"3 289,3","3 288,8","44,5","3 244,2","3,1"
01.01.2012,Тульская область,"4 572,2","4 571,6","46,5","4 525,1","2,9"
01.01.2012,Тюменская область,"14 533,8","14 532,4","166,8","14 365,6","4,3"
01.01.2012,Удмуртская Республика,"4 633,1","4 632,5","59,5","4 573,0",3
01.01.2012,Ульяновская область,"3 862,0","3 861,4","38,2","3 823,2",3
01.01.2012,Хабаровский край,"7 228,1","7 227,4","74,3","7 153,1","5,4"
01.01.2012,Челябинская область,"11 938,0","11 937,2","141,7","11 795,5","3,4"
01.01.2012,Чеченская Республика,"485,7",485,"11,4","473,6","0,4"
01.01.2012,Чувашская Республика - Чувашия,"4 122,2","4 121,5","39,3","4 082,2","3,3"
01.01.2012,Чукотский автономный округ,"254,6","254,4","1,1","253,3","5,1"
01.01.2012,Ярославская область,"4 062,6","4 062,3","76,3","3 986,0","3,2"
01.10.2013,Алтайский край,"7 557,5","7 556,2","63,4","7 492,8","3,2"
01.10.2013,Амурская область,"3 835,7","3 835,1","33,2","3 801,9","4,7"
01.10.2013,Архангельская область,"4 304,1","4 303,5","40,6","4 262,8","3,6"
01.10.2013,Астраханская область,"3 136,0","3 135,6","27,4","3 108,2","3,1"
01.10.2013,Белгородская область,"5 113,9","5 113,3",45,"5 068,4","3,3"
01.10.2013,Брянская область,"3 968,8","3 968,0","20,5","3 947,6","3,2"
01.10.2013,Владимирская область,"5 613,8","5 613,4","41,7","5 571,7","3,9"
01.10.2013,Волгоградская область,"8 669,5","8 668,4","88,1","8 580,2","3,4"
01.10.2013,Вологодская область,"4 122,4","4 121,6","59,3","4 062,3","3,4"
01.10.2013,Воронежская область,"10 839,0","10 838,1","102,2","10 735,9","4,7"
01.10.2013,Еврейская автономная область,"444,6","444,5","4,4",440,"2,6"
01.10.2013,Забайкальский край,"3 248,1","3 247,2","19,3","3 227,9",3
01.10.2013,Ивановская область,"3 233,4","3 233,0","33,2","3 199,8","3,1"
01.10.2013,Иркутская область,"9 565,5","9 564,6","68,1","9 496,5","3,9"
01.10.2013,Кабардино-Балкарская Республика,"2 201,7","2 201,5","22,6","2 178,9","2,6"
01.10.2013,Калининградская область,"1 873,9","1 873,6","58,5","1 815,1",2
01.10.2013,Калужская область,"3 515,8","3 515,4","39,4","3 476,1","3,5"
01.10.2013,Камчатский край,"1 243,8","1 243,6",18,"1 225,6","3,9"
01.10.2013,Карачаево-Черкесская Республика,"1 025,5","1 025,3","12,7","1 012,6","2,2"
01.10.2013,Кемеровская область,"10 069,8","10 069,3","66,2","10 003,0","3,7"
01.10.2013,Кировская область,"4 255,8","4 255,3",52,"4 203,3","3,2"
01.10.2013,Костромская область,"2 444,3","2 444,0","22,8","2 421,2","3,7"
01.10.2013,Краснодарский край,"18 047,4","18 046,2","247,8","17 798,4","3,4"
01.10.2013,Красноярский край,"13 590,5","13 588,9",108,"13 481,0","4,8"
01.10.2013,Курганская область,"2 739,4","2 738,7","17,5","2 721,2","3,1"
01.10.2013,Курская область,"4 267,1","4 266,4","28,6","4 237,8","3,8"
01.10.2013,Ленинградская область,"255,3","254,8",17,"237,8","0,1"
01.10.2013,Липецкая область,"4 577,6","4 576,6","32,8","4 543,9","3,9"
01.10.2013,Магаданская область,"1 145,8","1 145,7","9,9","1 135,8","7,5"
01.10.2013,г. Москва и Московская область,"234 905,9","234 866,4","2 068,0","232 798,3","12,3"
01.10.2013,Мурманская область,"1 879,7","1 879,5","21,5","1 858,0","2,4"
01.10.2013,Нижегородская область,"14 906,5","14 905,7","211,7","14 694,0","4,5"
01.10.2013,Новгородская область,"1 302,6","1 302,2",18,"1 284,2","2,1"
01.10.2013,Новосибирская область,"19 003,8","19 002,8","253,4","18 749,5",7
01.10.2013,Омская область,"5 386,1","5 385,1","41,6","5 343,6","2,7"
01.10.2013,Оренбургская область,"7 292,4","7 291,4","41,3","7 250,1","3,6"
01.10.2013,Орловская область,"2 785,0","2 784,2",20,"2 764,3","3,6"
01.10.2013,Пензенская область,"4 385,5","4 384,7","35,5","4 349,2","3,2"
01.10.2013,Пермский край,"9 239,5","9 238,7","112,2","9 126,5","3,5"
01.10.2013,Приморский край,"7 496,7","7 496,3",99,"7 397,3","3,8"
01.10.2013,Псковская область,"1 274,5","1 274,1","16,1","1 258,0","1,9"
01.10.2013,Республика Адыгея (Адыгея),"1 089,4","1 089,2","11,9","1 077,3","2,5"
01.10.2013,Республика Алтай,"563,7","563,4","8,7","554,7","2,7"
01.10.2013,Республика Башкортостан,"18 194,7","18 192,8","141,3","18 051,5","4,5"
01.10.2013,Республика Бурятия,"3 443,8","3 443,0","34,3","3 408,7","3,5"
01.10.2013,Республика Дагестан,"3 273,5","3 272,0","44,3","3 227,7","1,1"
01.10.2013,Республика Ингушетия,"534,5","534,4","12,2","522,1","1,2"
01.10.2013,Республика Калмыкия,"859,9","859,6",10,"849,7",3
01.10.2013,Республика Карелия,"1 300,7","1 300,4","19,9","1 280,4",2
01.10.2013,Республика Коми,"3 729,3","3 729,0","32,1","3 696,9","4,2"
01.10.2013,Республика Марий Эл,"1 911,2","1 910,7","13,7","1 897,0","2,8"
01.10.2013,Республика Мордовия,"3 125,1","3 124,1","18,5","3 105,6","3,8"
01.10.2013,Республика Саха (Якутия),"3 613,7","3 612,8","64,7","3 548,1","3,8"
01.10.2013,Республика Северная Осетия-Алания,"1 968,3","1 968,1","16,4","1 951,6","2,8"
01.10.2013,Республика Татарстан (Татарстан),"17 589,2","17 587,8","179,6","17 408,2","4,6"
01.10.2013,Республика Тыва,"760,4",760,"7,2","752,9","2,4"
01.10.2013,Республика Хакасия,"1 811,4","1 811,1","21,1","1 790,0","3,4"
01.10.2013,Ростовская область,"17 200,2","17 198,7","226,9","16 971,8",4
01.10.2013,Рязанская область,"4 099,1","4 098,3","41,3","4 057,0","3,6"
01.10.2013,Самарская область,"18 495,4","18 494,8","157,3","18 337,5","5,8"
01.10.2013,г. Санкт-Петербург,"29 679,0","29 678,7","548,7","29 130,0","5,9"
01.10.2013,Саратовская область,"9 402,8","9 402,0",78,"9 324,0","3,8"
01.10.2013,Сахалинская область,"1 824,2","1 824,0","28,3","1 795,7","3,7"
01.10.2013,Свердловская область,"21 924,8","21 924,4","377,7","21 546,7","5,1"
01.10.2013,Смоленская область,"3 171,9","3 171,4","31,7","3 139,7","3,3"
01.10.2013,Ставропольский край,"8 891,2","8 890,3","89,3","8 801,1","3,2"
01.10.2013,Тамбовская область,"3 478,0","3 477,4",19,"3 458,4","3,2"
01.10.2013,Тверская область,"3 053,6","3 052,8","38,2","3 014,6","2,3"
01.10.2013,Томская область,"3 274,3","3 273,9","35,7","3 238,3","3,1"
01.10.2013,Тульская область,"5 432,3","5 431,9","38,8","5 393,1","3,5"
01.10.2013,Тюменская область,"15 141,8","15 140,8","168,9","14 971,9","4,3"
01.10.2013,Удмуртская Республика,"6 053,5","6 052,9","55,8","5 997,1",4
01.10.2013,Ульяновская область,"4 752,1","4 751,7","39,1","4 712,7","3,7"
01.10.2013,Хабаровский край,"7 991,0","7 990,4","88,2","7 902,2",6
01.10.2013,Челябинская область,"13 239,8","13 239,1","136,1","13 103,1","3,8"
01.10.2013,Чеченская Республика,"739,6",739,"11,5","727,5","0,6"
01.10.2013,Чувашская Республика - Чувашия,"4 333,3","4 332,5","33,5","4 299,0","3,5"
01.10.2013,Чукотский автономный округ,"7,4","7,2","0,1","7,1","0,1"
01.10.2013,Ярославская область,"4 479,3","4 479,1","74,2","4 404,9","3,5"
01.07.2013,Алтайский край,"7 458,3","7 457,1","63,8","7 393,2","3,1"
01.07.2013,Амурская область,"3 834,0","3 833,3","32,6","3 800,7","4,7"
01.07.2013,Архангельская область,"4 268,7","4 268,1","40,2","4 227,9","3,6"
01.07.2013,Астраханская область,"3 097,5","3 097,1","27,6","3 069,5","3,1"
01.07.2013,Белгородская область,"5 112,6","5 112,0","45,2","5 066,8","3,3"
01.07.2013,Брянская область,"3 921,6","3 920,8","20,5","3 900,3","3,1"
01.07.2013,Владимирская область,"4 824,0","4 823,5","37,4","4 786,2","3,4"
01.07.2013,Волгоградская область,"8 570,0","8 568,9","88,7","8 480,1","3,3"
01.07.2013,Вологодская область,"4 067,4","4 066,6","58,8","4 007,8","3,4"
01.07.2013,Воронежская область,"10 724,8","10 724,0","102,1","10 621,9","4,6"
01.07.2013,Еврейская автономная область,438,"437,9","4,3","433,6","2,5"
01.07.2013,Забайкальский край,"3 172,6","3 171,7","19,2","3 152,5","2,9"
01.07.2013,Ивановская область,"3 194,2","3 193,7","32,9","3 160,9",3
01.07.2013,Иркутская область,"9 294,5","9 293,6","70,1","9 223,5","3,8"
01.07.2013,Кабардино-Балкарская Республика,"2 154,5","2 154,3","21,9","2 132,4","2,5"
01.07.2013,Калининградская область,"1 861,1","1 860,8","59,5","1 801,3","1,9"
01.07.2013,Калужская область,"3 466,6","3 466,2",39,"3 427,2","3,4"
01.07.2013,Камчатский край,"1 225,2","1 225,0","16,6","1 208,4","3,8"
01.07.2013,Карачаево-Черкесская Республика,"1 007,6","1 007,5","12,3","995,2","2,1"
01.07.2013,Кемеровская область,"10 938,5","10 937,9","73,1","10 864,8",4
01.07.2013,Кировская область,"4 208,2","4 207,7","52,6","4 155,1","3,2"
01.07.2013,Костромская область,"2 397,7","2 397,3","24,3","2 373,1","3,6"
01.07.2013,Краснодарский край,"17 796,2","17 795,0","246,1","17 548,9","3,3"
01.07.2013,Красноярский край,"13 295,0","13 293,5","111,1","13 182,4","4,7"
01.07.2013,Курганская область,"2 704,7","2 704,0","17,6","2 686,4","3,1"
01.07.2013,Курская область,"4 264,0","4 263,3","29,1","4 234,1","3,8"
01.07.2013,Ленинградская область,"249,1","248,6","17,2","231,4","0,1"
01.07.2013,Липецкая область,"4 512,4","4 511,5","32,2","4 479,3","3,9"
01.07.2013,Магаданская область,"873,7","873,6","9,5",864,"5,7"
01.07.2013,г. Москва и Московская область,"228 768,0","228 733,2","2 058,4","226 674,8",12
01.07.2013,Мурманская область,"1 876,1","1 875,9","21,8","1 854,1","2,4"
01.07.2013,Нижегородская область,"13 769,0","13 768,2","199,5","13 568,8","4,2"
01.07.2013,Новгородская область,"1 292,7","1 292,3","18,2","1 274,1","2,1"
01.07.2013,Новосибирская область,"17 830,1","17 829,1","237,7","17 591,3","6,6"
01.07.2013,Омская область,"5 318,8","5 317,8","43,1","5 274,7","2,7"
01.07.2013,Оренбургская область,"7 291,9","7 290,9",44,"7 247,0","3,6"
01.07.2013,Орловская область,"2 757,6","2 756,9",20,"2 736,9","3,6"
01.07.2013,Пензенская область,"4 341,6","4 340,8","35,9","4 304,9","3,2"
01.07.2013,Пермский край,"8 843,1","8 842,2",116,"8 726,2","3,4"
01.07.2013,Приморский край,"7 383,1","7 382,6",94,"7 288,6","3,8"
01.07.2013,Псковская область,"1 265,7","1 265,3","16,3","1 249,0","1,9"
01.07.2013,Республика Адыгея (Адыгея),"1 075,5","1 075,3","11,8","1 063,5","2,4"
01.07.2013,Республика Алтай,"581,4","581,2","8,4","572,8","2,8"
01.07.2013,Республика Башкортостан,"17 736,7","17 734,8","132,7","17 602,1","4,4"
01.07.2013,Республика Бурятия,"3 304,4","3 303,7","36,8","3 266,8","3,4"
01.07.2013,Республика Дагестан,"3 203,3","3 201,8","45,8","3 156,0","1,1"
01.07.2013,Республика Ингушетия,"519,3","519,2",12,"507,2","1,2"
01.07.2013,Республика Калмыкия,"844,4","844,1",10,"834,1",3
01.07.2013,Республика Карелия,"1 293,6","1 293,2",20,"1 273,2",2
01.07.2013,Республика Коми,"3 704,5","3 704,2","31,5","3 672,6","4,2"
01.07.2013,Республика Марий Эл,"1 910,8","1 910,3","15,6","1 894,8","2,8"
01.07.2013,Республика Мордовия,"3 031,4","3 030,4","18,5","3 011,9","3,7"
01.07.2013,Республика Саха (Якутия),"3 501,9","3 501,0","62,4","3 438,6","3,7"
01.07.2013,Республика Северная Осетия-Алания,"1 940,7","1 940,5","16,1","1 924,4","2,7"
01.07.2013,Республика Татарстан (Татарстан),"16 951,7","16 950,3","179,4","16 770,9","4,4"
01.07.2013,Республика Тыва,"740,5","740,1","6,8","733,4","2,4"
01.07.2013,Республика Хакасия,"1 771,1","1 770,8","20,8","1 749,9","3,3"
01.07.2013,Ростовская область,"16 846,3","16 844,8","224,2","16 620,5",4
01.07.2013,Рязанская область,"4 029,5","4 028,8","40,8","3 988,0","3,5"
01.07.2013,Самарская область,"18 361,2","18 360,6","158,4","18 202,2","5,7"
01.07.2013,г. Санкт-Петербург,"26 391,3","26 391,0","548,7","25 842,3","5,2"
01.07.2013,Саратовская область,"9 366,2","9 365,4","79,9","9 285,5","3,7"
01.07.2013,Сахалинская область,"1 839,0","1 838,9","29,2","1 809,7","3,7"
01.07.2013,Свердловская область,"20 977,2","20 976,8","364,6","20 612,2","4,9"
01.07.2013,Смоленская область,"3 130,6","3 130,1","32,2","3 097,9","3,2"
01.07.2013,Ставропольский край,"8 716,2","8 715,4","88,2","8 627,2","3,1"
01.07.2013,Тамбовская область,"3 450,1","3 449,4","19,3","3 430,2","3,2"
01.07.2013,Тверская область,"2 702,7","2 701,9","39,1","2 662,8",2
01.07.2013,Томская область,"3 228,0","3 227,7","35,9","3 191,8",3
01.07.2013,Тульская область,"5 353,0","5 352,6","38,7","5 313,9","3,5"
01.07.2013,Тюменская область,"15 030,6","15 029,5","168,1","14 861,4","4,3"
01.07.2013,Удмуртская Республика,"5 388,8","5 388,3","57,7","5 330,6","3,6"
01.07.2013,Ульяновская область,"4 641,5","4 641,1","35,4","4 605,7","3,6"
01.07.2013,Хабаровский край,"7 980,1","7 979,6","84,5","7 895,1","5,9"
01.07.2013,Челябинская область,"12 789,7","12 789,1","138,1","12 651,0","3,7"
01.07.2013,Чеченская Республика,"685,3","684,7","11,7",673,"0,5"
01.07.2013,Чувашская Республика - Чувашия,"4 462,1","4 461,4",36,"4 425,4","3,6"
01.07.2013,Чукотский автономный округ,7,"6,9","0,1","6,7","0,1"
01.07.2013,Ярославская область,"4 476,5","4 476,2","74,1","4 402,1","3,5"
01.04.2013,Алтайский край,"7376,2",7375,"62,2","7312,8","3,1"
01.04.2013,Амурская область,"3695,1","3694,5","32,4","3662,1","4,5"
01.04.2013,Архангельская область,"4208,7","4208,1","40,4","4167,6","3,5"
01.04.2013,Астраханская область,"3047,1","3046,7",28,"3018,6",3
01.04.2013,Белгородская область,"5058,9","5058,3","44,7","5013,6","3,3"
01.04.2013,Брянская область,"3879,2","3878,4","21,1","3857,4","3,1"
01.04.2013,Владимирская область,"5168,4",5168,"50,1","5117,9","3,6"
01.04.2013,Волгоградская область,"8490,9","8489,7","87,3","8402,4","3,3"
01.04.2013,Вологодская область,"3985,4","3984,7","58,2","3926,5","3,3"
01.04.2013,Воронежская область,"10543,4","10542,7","100,8","10441,9","4,5"
01.04.2013,Еврейская автономная область,"432,5","432,4","4,2","428,3","2,5"
01.04.2013,Забайкальский край,"3122,3","3121,4",19,"3102,4","2,8"
01.04.2013,Ивановская область,"3165,7","3165,3","33,4","3131,9",3
01.04.2013,Иркутская область,"9182,2","9181,3","71,1","9110,2","3,8"
01.04.2013,Кабардино-Балкарская Республика,"2116,5","2116,3","21,1","2095,2","2,5"
01.04.2013,Калининградская область,"1865,1","1864,8","64,2","1800,6",2
01.04.2013,Калужская область,"3403,8","3403,4","38,5","3364,9","3,4"
01.04.2013,Камчатский край,"1243,3","1243,1","17,5","1225,6","3,9"
01.04.2013,Карачаево-Черкесская Республика,"992,1","991,9","12,2","979,7","2,1"
01.04.2013,Кемеровская область,"10874,5","10873,9","72,5","10801,4",4
01.04.2013,Кировская область,"4317,1","4316,6","53,6",4263,"3,3"
01.04.2013,Костромская область,"2358,1","2357,7","24,3","2333,5","3,6"
01.04.2013,Краснодарский край,"17505,6","17504,4","250,2","17254,1","3,3"
01.04.2013,Красноярский край,"13009,8","13008,3","111,6","12896,6","4,6"
01.04.2013,Курганская область,"2669,4","2668,7","17,8","2650,9",3
01.04.2013,Курская область,"4224,4","4223,7","29,8","4193,9","3,8"
01.04.2013,Ленинградская область,"247,7","247,1","17,6","229,5","0,1"
01.04.2013,Липецкая область,"4465,4","4464,5","34,2","4430,4","3,8"
01.04.2013,Магаданская область,"858,8","858,7","9,3","849,3","5,6"
01.04.2013,г. Москва и Московская область,"222741,1","222708,6","2029,8","220678,9","11,8"
01.04.2013,Мурманская область,"1904,8","1904,6","22,2","1882,4","2,4"
01.04.2013,Нижегородская область,"13470,2","13469,4",196,"13273,4","4,1"
01.04.2013,Новгородская область,"1284,5","1284,1","18,9","1265,2",2
01.04.2013,Новосибирская область,"17122,3","17121,4","226,9","16894,4","6,4"
01.04.2013,Омская область,"5287,4","5286,4","47,5","5238,9","2,7"
01.04.2013,Оренбургская область,"7206,2","7205,3","44,5","7160,8","3,6"
01.04.2013,Орловская область,"2730,9","2730,2","20,1","2710,1","3,5"
01.04.2013,Пензенская область,"4300,8",4300,"36,3","4263,7","3,1"
01.04.2013,Пермский край,"7995,4","7994,6","112,6","7881,9",3
01.04.2013,Приморский край,"7281,2","7280,8","91,9","7188,9","3,7"
01.04.2013,Псковская область,"1259,7","1259,4","16,9","1242,4","1,9"
01.04.2013,Республика Адыгея (Адыгея),"1059,5","1059,4","11,7","1047,7","2,4"
01.04.2013,Республика Алтай,575,"574,8","7,7","567,1","2,8"
01.04.2013,Республика Башкортостан,16721,"16719,1","122,5","16596,6","4,1"
01.04.2013,Республика Бурятия,3270,"3269,2","36,3","3232,9","3,4"
01.04.2013,Республика Дагестан,"3124,1","3122,5","45,5",3077,"1,1"
01.04.2013,Республика Ингушетия,"497,6","497,5","11,9","485,6","1,2"
01.04.2013,Республика Калмыкия,"828,1","827,8",10,"817,9","2,9"
01.04.2013,Республика Карелия,"1326,1","1325,8","23,3","1302,5","2,1"
01.04.2013,Республика Коми,"3490,4","3490,1","30,1",3460,"3,9"
01.04.2013,Республика Марий Эл,"1897,6","1897,2","15,3","1881,9","2,7"
01.04.2013,Республика Мордовия,"3037,5","3036,5","18,9","3017,6","3,7"
01.04.2013,Республика Саха (Якутия),"3465,3","3464,3","61,2","3403,1","3,6"
01.04.2013,Республика Северная Осетия-Алания,"1887,2",1887,"15,9","1871,1","2,7"
01.04.2013,Республика Татарстан (Татарстан),"16920,3",16919,"178,6","16740,3","4,4"
01.04.2013,Республика Тыва,"722,9","722,5","6,5",716,"2,3"
01.04.2013,Республика Хакасия,"1743,4","1743,1","20,8","1722,2","3,3"
01.04.2013,Ростовская область,"16402,4",16401,"222,4","16178,6","3,8"
01.04.2013,Рязанская область,"3967,3","3966,6","41,6",3925,"3,5"
01.04.2013,Самарская область,"18826,4","18825,8","158,3","18667,4","5,9"
01.04.2013,г. Санкт-Петербург,"28161,9","28161,6","540,3","27621,3","5,7"
01.04.2013,Саратовская область,"9273,6","9272,8","81,3","9191,6","3,7"
01.04.2013,Сахалинская область,"1838,6","1838,5","28,5",1810,"3,7"
01.04.2013,Свердловская область,"20462,1","20461,7","357,4","20104,3","4,8"
01.04.2013,Смоленская область,"3091,7","3091,2","32,6","3058,6","3,2"
01.04.2013,Ставропольский край,"8597,4","8596,6","87,8","8508,8","3,1"
01.04.2013,Тамбовская область,"3418,3","3417,7","18,9","3398,8","3,2"
01.04.2013,Тверская область,"2670,3","2669,5","39,7","2629,7",2
01.04.2013,Томская область,"3220,1","3219,7","36,6","3183,2",3
01.04.2013,Тульская область,"5285,1","5284,6","38,4","5246,3","3,4"
01.04.2013,Тюменская область,"14784,6","14783,6","167,4","14616,2","4,3"
01.04.2013,Удмуртская Республика,"5156,7","5156,1","52,5","5103,6","3,4"
01.04.2013,Ульяновская область,"4569,3",4569,35,"4533,9","3,6"
01.04.2013,Хабаровский край,"7787,9","7787,4","82,1","7705,3","5,8"
01.04.2013,Челябинская область,"12632,1","12631,5",138,"12493,5","3,6"
01.04.2013,Чеченская Республика,631,"630,5","11,6","618,9","0,5"
01.04.2013,Чувашская Республика - Чувашия,"4302,3","4301,5","35,7","4265,8","3,5"
01.04.2013,Чукотский автономный округ,"6,7","6,6","0,1","6,5","0,1"
01.04.2013,Ярославская область,4434,"4433,8","77,4","4356,3","3,5"
01.01.2013,Алтайский край,"7 590,8","7 589,6","67,9","7 521,7","3,2"
01.01.2013,Амурская область,"3 405,4","3 404,7","32,1","3 372,6","4,1"
01.01.2013,Архангельская область,"4 158,0","4 157,3","41,9","4 115,5","3,4"
01.01.2013,Астраханская область,"2 935,3","2 934,9","31,6","2 903,3","2,9"
01.01.2013,Белгородская область,"5 041,9","5 041,3","48,1","4 993,2","3,3"
01.01.2013,Брянская область,"3 835,2","3 834,4","21,4","3 813,0",3
01.01.2013,Владимирская область,"5 117,3","5 116,9","52,6","5 064,3","3,6"
01.01.2013,Волгоградская область,"8 267,2","8 266,0","87,7","8 178,3","3,2"
01.01.2013,Вологодская область,"4 288,4","4 287,7","61,3","4 226,4","3,6"
01.01.2013,Воронежская область,"10 299,6","10 298,8","93,4","10 205,4","4,4"
01.01.2013,Еврейская автономная область,"426,9","426,8","4,2","422,6","2,4"
01.01.2013,Забайкальский край,"3 129,1","3 128,2","21,6","3 106,7","2,8"
01.01.2013,Ивановская область,"3 124,9","3 124,5","36,8","3 087,7",3
01.01.2013,Иркутская область,"9 383,2","9 382,3","73,7","9 308,6","3,9"
01.01.2013,Кабардино-Балкарская Республика,"2 078,7","2 078,6","20,7","2 057,9","2,4"
01.01.2013,Калининградская область,"1 923,2","1 922,9",69,"1 853,9",2
01.01.2013,Калужская область,"3 345,0","3 344,6","40,4","3 304,1","3,3"
01.01.2013,Камчатский край,"1 233,4","1 233,2","17,8","1 215,4","3,9"
01.01.2013,Карачаево-Черкесская Республика,"978,9","978,7",12,"966,7","2,1"
01.01.2013,Кемеровская область,"11 009,0","11 008,5","78,1","10 930,3",4
01.01.2013,Кировская область,"4 239,5","4 239,0","54,3","4 184,6","3,2"
01.01.2013,Костромская область,"2 317,7","2 317,3",25,"2 292,3","3,5"
01.01.2013,Краснодарский край,"17 470,1","17 468,9","250,4","17 218,5","3,3"
01.01.2013,Красноярский край,"12 929,7","12 928,2","117,1","12 811,0","4,6"
01.01.2013,Курганская область,"2 635,9","2 635,2",18,"2 617,1","2,9"
01.01.2013,Курская область,"4 192,2","4 191,6","31,2","4 160,3","3,7"
01.01.2013,Ленинградская область,244,"243,5","18,3","225,1","0,1"
01.01.2013,Липецкая область,"4 493,4","4 492,5","34,8","4 457,7","3,9"
01.01.2013,Магаданская область,"860,4","860,2","10,4","849,9","5,6"
01.01.2013,г. Москва и Московская область,"223 348,3","223 319,4","2 022,9","221 296,5","11,9"
01.01.2013,Мурманская область,"1 900,3","1 900,2","22,1","1 878,1","2,4"
01.01.2013,Нижегородская область,"13 007,7","13 006,9","188,3","12 818,6","3,9"
01.01.2013,Новгородская область,"1 280,2","1 279,8","19,9","1 259,9",2
01.01.2013,Новосибирская область,"16 672,8","16 671,8","226,8","16 445,0","6,2"
01.01.2013,Омская область,"5 950,2","5 949,2","46,1","5 903,1",3
01.01.2013,Оренбургская область,"6 980,4","6 979,5","45,8","6 933,6","3,4"
01.01.2013,Орловская область,"2 689,7","2 689,0","20,7","2 668,3","3,4"
01.01.2013,Пензенская область,"4 175,9","4 175,1","38,2","4 136,9",3
01.01.2013,Пермский край,"8 143,9","8 143,0","110,4","8 032,7","3,1"
01.01.2013,Приморский край,"7 235,8","7 235,4","103,7","7 131,7","3,7"
01.01.2013,Псковская область,"1 249,4","1 249,0","17,4","1 231,6","1,9"
01.01.2013,Республика Адыгея (Адыгея),"1 060,5","1 060,3","11,8","1 048,5","2,4"
01.01.2013,Республика Алтай,"556,5","556,2","7,7","548,5","2,7"
01.01.2013,Республика Башкортостан,"16 434,8","16 432,9","124,3","16 308,6",4
01.01.2013,Республика Бурятия,"3 223,4","3 222,7","36,4","3 186,3","3,3"
01.01.2013,Республика Дагестан,"3 005,1","3 003,6","43,4","2 960,1",1
01.01.2013,Республика Ингушетия,"481,3","481,2","11,8","469,4","1,1"
01.01.2013,Республика Калмыкия,"816,4","816,1","10,1",806,"2,8"
01.01.2013,Республика Карелия,"1 323,1","1 322,8","23,4","1 299,3","2,1"
01.01.2013,Республика Коми,"3 435,7","3 435,4","32,3","3 403,2","3,9"
01.01.2013,Республика Марий Эл,"1 885,3","1 884,9",16,"1 868,9","2,7"
01.01.2013,Республика Мордовия,"3 031,2","3 030,2","19,3","3 010,9","3,7"
01.01.2013,Республика Саха (Якутия),"3 410,3","3 409,4",61,"3 348,3","3,6"
01.01.2013,Республика Северная Осетия-Алания,"1 917,5","1 917,3","17,8","1 899,5","2,7"
01.01.2013,Республика Татарстан (Татарстан),"16 547,7","16 546,3","182,3","16 364,0","4,4"
01.01.2013,Республика Тыва,"703,7","703,3","6,5","696,8","2,3"
01.01.2013,Республика Хакасия,"1 714,7","1 714,4","20,9","1 693,6","3,2"
01.01.2013,Ростовская область,"16 468,9","16 467,4","215,1","16 252,3","3,9"
01.01.2013,Рязанская область,"3 888,4","3 887,6","41,2","3 846,4","3,4"
01.01.2013,Самарская область,"18 957,6","18 957,0","159,9","18 797,1","5,9"
01.01.2013,г. Санкт-Петербург,"27 892,5","27 892,2","521,9","27 370,3","5,6"
01.01.2013,Саратовская область,"8 738,3","8 737,5","82,1","8 655,5","3,5"
01.01.2013,Сахалинская область,"1 812,5","1 812,4","30,1","1 782,3","3,7"
01.01.2013,Свердловская область,"20 058,5","20 058,0","349,8","19 708,2","4,7"
01.01.2013,Смоленская область,"3 050,9","3 050,4",33,"3 017,5","3,1"
01.01.2013,Ставропольский край,"8 416,4","8 415,5","86,6","8 328,9",3
01.01.2013,Тамбовская область,"3 379,9","3 379,2","19,5","3 359,8","3,1"
01.01.2013,Тверская область,"2 651,1","2 650,3","40,7","2 609,6",2
01.01.2013,Томская область,"3 300,3","3 299,9","40,5","3 259,4","3,1"
01.01.2013,Тульская область,"5 232,0","5 231,6","41,4","5 190,1","3,4"
01.01.2013,Тюменская область,"14 531,8","14 530,8","166,9","14 363,9","4,2"
01.01.2013,Удмуртская Республика,"5 035,9","5 035,4","55,2","4 980,2","3,3"
01.01.2013,Ульяновская область,"4 243,5","4 243,1","36,7","4 206,4","3,3"
01.01.2013,Хабаровский край,"8 190,3","8 189,7","81,3","8 108,4","6,1"
01.01.2013,Челябинская область,"12 508,4","12 507,7","137,7","12 370,0","3,6"
01.01.2013,Чеченская Республика,"605,4","604,9","11,9",593,"0,5"
