date,region,total_accounts,total_in_credit_org,clients-legal entities that are not credit institutions,individual clients,"The number of accounts opened by institutions of the banking system, per 1 resident, units."
01.01.2022,Ярославская область,"5451,2","5451,2","182,3","5268,9","4,3"
01.10.2023,Алтайский край,"10346,4","10346,4","67,3","10279,1","4,6"
01.10.2023,Амурская область,5046,5046,44,5002,"6,5"
01.10.2023,Архангельская область,"5111,7","5111,7","37,4","5074,3","4,6"
01.10.2023,Астраханская область,"4472,6","4472,6","24,3","4448,3","4,5"
01.10.2023,Белгородская область,"7073,8","7073,8","54,9","7018,9","4,6"
01.10.2023,Брянская область,"5202,4","5202,4","31,8","5170,6","4,5"
01.10.2023,Владимирская область,"6537,1","6537,1","48,2","6488,9","4,9"
01.10.2023,Волгоградская область,"10454,4","10454,4","141,9","10312,6","4,3"
01.10.2023,Вологодская область,"4881,8","4881,8","46,7","4835,1","4,3"
01.10.2023,Воронежская область,"17195,1","17195,1","86,8","17108,3","7,5"
01.10.2023,Донецкая Народная Республика,0,0,0,0,-
01.10.2023,Еврейская автономная область,628,628,"3,3","624,7","4,1"
01.10.2023,Забайкальский край,"4521,7","4521,7","29,4","4492,3","4,3"
01.10.2023,Запорожская область,0,0,0,0,-
01.10.2023,Ивановская область,"4243,3","4243,3","37,5","4205,8","4,3"
01.10.2023,Иркутская область,"12444,7","12444,7","74,9","12369,8","5,3"
01.10.2023,Кабардино-Балкарская Республика,"2829,2","2829,2","27,6","2801,6","3,3"
01.10.2023,Калининградская область,"4534,2","4534,2",58,"4476,3","4,4"
01.10.2023,Калужская область,"5229,3","5229,3","41,1","5188,2","5,2"
01.10.2023,Камчатский край,"1664,7","1664,7","15,5","1649,2","5,3"
01.10.2023,Карачаево-Черкесская Республика,"1436,6","1436,6","9,1","1427,4","3,1"
01.10.2023,Кемеровская область - Кузбасс,"12261,2","12261,2","56,5","12204,7","4,7"
01.10.2023,Кировская область,"6101,5","6101,5","61,8","6039,8","4,9"
01.10.2023,Костромская область,"3687,3","3687,3","23,7","3663,6","5,9"
01.10.2023,Краснодарский край,"30771,3","30771,3","360,1","30411,1","5,4"
01.10.2023,Красноярский край,"14494,9","14494,9","148,8",14346,"5,1"
01.10.2023,Курганская область,"3466,6","3466,6","17,3","3449,2","4,3"
01.10.2023,Курская область,"5653,7","5653,7","37,8","5615,9","5,2"
01.10.2023,Ленинградская область,"49,1","49,1",1,"48,1",0
01.10.2023,Липецкая область,"5160,7","5160,7","31,9","5128,8","4,6"
01.10.2023,Луганская Народная Республика,0,0,0,0,-
01.10.2023,Магаданская область,"1362,5","1362,5","7,7","1354,8","9,9"
01.10.2023,г. Москва и Московская область,"448050,4","447753,1","8239,2","439513,9",22
01.10.2023,Мурманская область,"3894,7","3894,7","19,1","3875,6","5,4"
01.10.2023,Нижегородская область,"19341,1","19341,1","863,3","18477,8","6,2"
01.10.2023,Новгородская область,"2704,6","2704,6","19,6",2685,"4,6"
01.10.2023,Новосибирская область,"48035,6","48035,6","650,7","47384,9","17,3"
01.10.2023,Омская область,"8973,3","8973,3","57,8","8915,5","4,8"
01.10.2023,Оренбургская область,"9279,2","9279,2","53,5","9225,7","4,8"
01.10.2023,Орловская область,3782,3782,"27,4","3754,6","5,3"
01.10.2023,Пензенская область,5960,5960,"38,3","5921,6","4,7"
01.10.2023,Пермский край,"11139,2","11139,2","102,8","11036,4","4,4"
01.10.2023,Приморский край,"9986,2","9986,2","122,6","9863,7","5,4"
01.10.2023,Псковская область,"2718,3","2718,3","17,3",2701,"4,4"
01.10.2023,Республика Адыгея (Адыгея),"1534,2","1534,2","8,5","1525,7","3,3"
01.10.2023,Республика Алтай,"839,5","839,5","6,7","832,8","3,8"
01.10.2023,Республика Башкортостан,18801,18801,"183,8","18617,2","4,7"
01.10.2023,Республика Бурятия,"5063,7","5063,7","44,6","5019,1","5,2"
01.10.2023,Республика Дагестан,"6114,4","6114,4","39,8","6074,6","1,9"
01.10.2023,Республика Ингушетия,"989,9","989,9","6,6","983,3","1,9"
01.10.2023,Республика Калмыкия,"1063,9","1063,9","7,3","1056,5",4
01.10.2023,Республика Карелия,2604,2604,"20,6","2583,4","4,3"
01.10.2023,Республика Коми,"4244,6","4244,6","27,6",4217,"5,3"
01.10.2023,Республика Крым,"7190,8","7190,8","243,8",6947,"3,8"
01.10.2023,Республика Марий Эл,"2757,8","2757,8",17,"2740,8","4,1"
01.10.2023,Республика Мордовия,"3617,2","3617,2","19,7","3597,5","4,7"
01.10.2023,Республика Саха (Якутия),"5210,9","5210,9","58,1","5152,8","5,3"
01.10.2023,Республика Северная Осетия-Алания,"2602,5","2602,5","12,3","2590,2","3,8"
01.10.2023,Республика Татарстан (Татарстан),"23336,7","23336,7","229,7",23107,6
01.10.2023,Республика Тыва,"1244,5","1244,5","12,1","1232,4","3,7"
01.10.2023,Республика Хакасия,"2213,4","2213,4","17,7","2195,7","4,2"
01.10.2023,Ростовская область,"21509,8","21509,8",435,"21074,8","5,2"
01.10.2023,Рязанская область,"5385,6","5385,6","43,1","5342,5",5
01.10.2023,Самарская область,"23824,7","23824,7","116,1","23708,6","7,6"
01.10.2023,г. Санкт-Петербург,"46385,4","46385,4","1012,5","45372,9","8,6"
01.10.2023,Саратовская область,11164,11164,"67,4","11096,6","4,7"
01.10.2023,Сахалинская область,"2653,8","2653,8","25,4","2628,4","5,5"
01.10.2023,Свердловская область,"29716,6","29716,6","797,9","28918,7",7
01.10.2023,г. Севастополь,0,0,0,0,0
01.10.2023,Смоленская область,"4367,2","4367,2","34,4","4332,9","4,8"
01.10.2023,Ставропольский край,"11179,1","11179,1","146,1",11033,4
01.10.2023,Тамбовская область,"4520,4","4520,4","26,9","4493,6","4,6"
01.10.2023,Тверская область,"5745,5","5745,5","37,6","5707,8","4,7"
01.10.2023,Томская область,"4249,3","4249,3","33,1","4216,2",4
01.10.2023,Тульская область,"7194,4","7194,4","47,1","7147,4",5
01.10.2023,Тюменская область,17316,17316,"213,6","17102,4","4,5"
01.10.2023,Удмуртская Республика,"7440,7","7440,7","62,7",7378,5
01.10.2023,Ульяновская область,"6150,4","6150,3","34,4",6116,"5,1"
01.10.2023,Хабаровский край,"8864,6","8864,6","139,2","8725,4","6,8"
01.10.2023,Херсонская область,0,0,0,0,-
01.10.2023,Челябинская область,"15721,8","15721,8","150,5","15571,3","4,6"
01.10.2023,Чеченская Республика,2546,2546,"14,1","2531,9","1,7"
01.10.2023,Чувашская Республика - Чувашия,"6228,6","6228,6","38,4","6190,2","5,2"
01.10.2023,Чукотский автономный округ,0,0,0,0,0
01.10.2023,Ярославская область,"5770,7","5770,7","202,5","5568,1","4,7"
01.07.2023,Алтайский край,"10251,3","10251,3","68,4","10182,9","4,5"
01.07.2023,Амурская область,"4989,1","4989,1","43,4","4945,7","6,5"
01.07.2023,Архангельская область,"5053,8","5053,8","36,8",5017,"4,5"
01.07.2023,Астраханская область,"4438,9","4438,9","24,4","4414,5","4,5"
01.07.2023,Белгородская область,7003,7003,"54,6","6948,4","4,6"
01.07.2023,Брянская область,"5151,7","5151,7","31,4","5120,3","4,4"
01.07.2023,Владимирская область,"6465,8","6465,8","47,9","6417,9","4,9"
01.07.2023,Волгоградская область,"10354,9","10354,9","141,8","10213,1","4,2"
01.07.2023,Вологодская область,"4853,1","4853,1","48,1","4804,9","4,3"
01.07.2023,Воронежская область,"16874,1","16874,1","86,5","16787,6","7,4"
01.07.2023,Донецкая Народная Республика,"0,003",0,0,0,-
01.07.2023,Еврейская автономная область,621,621,"3,3","617,7",4
01.07.2023,Забайкальский край,"4471,1","4471,1","28,7","4442,4","4,3"
01.07.2023,Запорожская область,"0,003",0,0,0,-
01.07.2023,Ивановская область,"4197,9","4197,9","38,6","4159,3","4,3"
01.07.2023,Иркутская область,"12348,1","12348,1",77,"12271,1","5,2"
01.07.2023,Кабардино-Балкарская Республика,"2810,8","2810,8","27,9",2783,"3,2"
01.07.2023,Калининградская область,"4466,1","4466,1","57,9","4408,3","4,3"
01.07.2023,Калужская область,"5177,9","5177,9",42,"5135,8","5,1"
01.07.2023,Камчатский край,1656,1656,"15,8","1640,2","5,3"
01.07.2023,Карачаево-Черкесская Республика,"1420,8","1420,8",9,"1411,9","3,1"
01.07.2023,Кемеровская область - Кузбасс,"12184,7","12184,7","56,9","12127,8","4,7"
01.07.2023,Кировская область,"6045,5","6045,5","62,9","5982,5","4,9"
01.07.2023,Костромская область,"3647,5","3647,5","25,1","3622,5","5,9"
01.07.2023,Краснодарский край,"30198,7","30198,7","356,1","29842,6","5,3"
01.07.2023,Красноярский край,"14384,3","14384,3","148,8","14235,6",5
01.07.2023,Курганская область,"3442,6","3442,6","19,7","3422,9","4,3"
01.07.2023,Курская область,"5625,5","5625,5","37,8","5587,7","5,2"
01.07.2023,Ленинградская область,"48,1","48,1","1,1",47,0
01.07.2023,Липецкая область,"5114,8","5114,8","31,6","5083,2","4,6"
01.07.2023,Луганская Народная Республика,"0,002",0,0,0,-
01.07.2023,Магаданская область,"1353,5","1353,5","7,7","1345,8","9,8"
01.07.2023,г. Москва и Московская область,"433172,9","432910,7","8549,5","424361,2","21,2"
01.07.2023,Мурманская область,"3871,6","3871,6","19,7","3851,9","5,3"
01.07.2023,Нижегородская область,"19159,9","19159,9","851,9",18308,"6,1"
01.07.2023,Новгородская область,"2678,2","2678,2","20,2",2658,"4,6"
01.07.2023,Новосибирская область,"46927,6","46927,6","662,3","46265,3","16,9"
01.07.2023,Омская область,"8911,9","8911,8","57,7","8854,1","4,7"
01.07.2023,Оренбургская область,"9186,8","9186,8","53,3","9133,5","4,8"
01.07.2023,Орловская область,"3747,8","3747,8","27,3","3720,5","5,2"
01.07.2023,Пензенская область,"5956,5","5956,5","44,4","5912,2","4,7"
01.07.2023,Пермский край,"11080,6","11080,6","104,6",10976,"4,3"
01.07.2023,Приморский край,"9885,2","9885,2","123,3","9761,9","5,3"
01.07.2023,Псковская область,"2704,6","2704,6","19,2","2685,5","4,4"
01.07.2023,Республика Адыгея (Адыгея),"1515,4","1515,4","8,3","1507,1","3,2"
01.07.2023,Республика Алтай,"830,6","830,6","7,2","823,5","3,7"
01.07.2023,Республика Башкортостан,"18767,3","18767,3","191,1","18576,2","4,7"
01.07.2023,Республика Бурятия,"5008,7","5008,7","44,4","4964,3","5,1"
01.07.2023,Республика Дагестан,"6026,3","6026,3","39,6","5986,7","1,9"
01.07.2023,Республика Ингушетия,"975,3","975,3","6,6","968,7","1,9"
01.07.2023,Республика Калмыкия,"1055,6","1055,6","7,2","1048,4","3,9"
01.07.2023,Республика Карелия,"2576,9","2576,9","18,8","2558,1","4,3"
01.07.2023,Республика Коми,"4215,8","4215,7","27,6","4188,2","5,2"
01.07.2023,Республика Крым,"7092,7","7092,7","254,4","6838,3","3,7"
01.07.2023,Республика Марий Эл,2764,2764,"17,8","2746,2","4,1"
01.07.2023,Республика Мордовия,"3583,8","3583,8","19,7","3564,1","4,7"
01.07.2023,Республика Саха (Якутия),5157,5157,"57,5","5099,5","5,2"
01.07.2023,Республика Северная Осетия-Алания,"2575,2","2575,2",12,"2563,2","3,7"
01.07.2023,Республика Татарстан (Татарстан),"23136,9","23136,9","233,4","22903,5",6
01.07.2023,Республика Тыва,"1226,9","1226,9","11,8",1215,"3,7"
01.07.2023,Республика Хакасия,"2188,1","2188,1","17,2","2170,9","4,1"
01.07.2023,Ростовская область,"21317,3","21317,2",426,"20891,2","5,1"
01.07.2023,Рязанская область,"5359,1","5359,1","44,5","5314,6","4,9"
01.07.2023,Самарская область,"24735,7","24735,7",115,"24620,7","7,9"
