date,region,number_of_new_remote_accounts,"юридическим лицам, не являющимся кредитными организациями, всего","с доступом через сеть Интернет
",number_of_new_remote_accounts_individuals,number_of_new_remote_accounts_individuals_with_internet,number_of_new_remote_accounts_individuals_with_sms
01.10.2017,Нижегородская область,"4 021,5","208,1","203,8","3 813,4","3 300,0","3 058,2"
01.10.2017,Новгородская область,"638,5","10,6","8,5",628,"596,3",596
01.10.2017,Новосибирская область,"7 592,2","251,8","250,6","7 340,4","6 297,5","5 852,0"
01.10.2017,Омская область,"1 971,6","28,2",28,"1 943,3","1 901,3","1 886,5"
01.10.2017,Оренбургская область,"2 024,5","21,4","21,4","2 003,1","1 769,3","1 749,7"
01.10.2017,Орловская область,"773,7","12,8","10,8","760,9","721,1","706,5"
01.10.2017,Пензенская область,"1 264,6","20,7","20,3","1 243,9","1 175,1","1 157,6"
01.10.2017,Пермский край,"2 853,2","65,7","65,6","2 787,6","2 732,3","2 695,3"
01.10.2017,Приморский край,"2 208,5","58,1","57,3","2 150,3","1 847,9","1 755,1"
01.10.2017,Псковская область,"581,2","9,4","9,2","571,8","557,2",557
01.10.2017,Республика Адыгея (Адыгея),"346,9","3,8","3,8","343,1","319,4","318,7"
01.10.2017,Республика Алтай,"242,3","3,3","3,3","239,1","239,1","238,8"
01.10.2017,Республика Башкортостан,"4 535,4","91,1",90,"4 444,4","4 130,5","3 637,1"
01.10.2017,Республика Бурятия,"921,9","16,4","16,3","905,5","844,8","832,4"
01.10.2017,Республика Дагестан,"1 188,3","11,4","11,2","1 176,9","971,5","971,1"
01.10.2017,Республика Ингушетия,"210,4",2,2,"208,5","181,6","181,5"
01.10.2017,Республика Калмыкия,"253,8",3,3,"250,8","250,8","250,8"
01.10.2017,Республика Карелия,701,"11,9",11,"689,1","666,6","665,4"
01.10.2017,Республика Коми,"1 144,4","17,9","16,8","1 126,5","1 101,9","1 100,5"
01.10.2017,Республика Крым,"1 183,0","74,2","74,1","1 108,9","1 104,6",0
01.10.2017,Республика Марий Эл,"583,3","6,3","6,3","576,9","529,5","527,3"
01.10.2017,Республика Мордовия,"671,1","9,2","8,7","661,9",535,"510,3"
01.10.2017,Республика Саха (Якутия),"976,3","22,9","22,6","953,4","886,8","864,7"
01.10.2017,Республика Северная Осетия-Алания,"523,9","3,7","3,6","520,2",507,"506,4"
01.10.2017,Республика Татарстан (Татарстан),"3 895,4","77,8",73,"3 817,6","3 285,3","2 912,2"
01.10.2017,Республика Тыва,"330,2","3,4","3,2","326,8","230,9","229,6"
01.10.2017,Республика Хакасия,"496,5","9,1","8,7","487,4",461,"412,4"
01.10.2017,Ростовская область,"4 457,9","149,9","131,9","4 308,0","4 038,8","3 866,4"
01.10.2017,Рязанская область,"1 156,7","20,9","20,5","1 135,8","1 064,1","1 046,3"
01.10.2017,Самарская область,"5 328,9","99,6","99,5","5 229,3","4 548,0","4 295,7"
01.10.2017,г. Санкт-Петербург,"10 720,0","424,3","416,5","10 295,7","9 268,1","7 547,3"
01.10.2017,Саратовская область,"2 356,0",31,"30,3","2 325,0","2 278,2","2 269,4"
01.10.2017,Сахалинская область,"557,8","15,2","15,2","542,6","532,6","531,9"
01.10.2017,Свердловская область,"7 035,3","234,9","232,5","6 800,3","5 930,2","4 854,5"
01.10.2017,г. Севастополь,"13,4","3,1",3,"10,3","1,8",0
01.10.2017,Смоленская область,"929,8",13,"12,9","916,7","890,7","887,8"
01.10.2017,Ставропольский край,"2 649,2","54,7","53,2","2 594,5","2 456,8","2 442,5"
01.10.2017,Тамбовская область,"864,3",12,"11,9","852,3","826,9","825,5"
01.10.2017,Тверская область,"1 182,3","17,7","15,1","1 164,6","1 105,2","1 102,1"
01.10.2017,Томская область,"1 024,8","17,4","17,2","1 007,4","975,2",975
01.10.2017,Тульская область,"1 474,1",21,"20,2","1 453,1","1 421,7","1 399,9"
01.10.2017,Тюменская область,"4 895,0","91,8","88,3","4 803,2","4 439,4","4 225,3"
01.10.2017,Удмуртская Республика,"1 848,9","31,8","31,7","1 817,0","1 628,4","1 535,1"
01.10.2017,Ульяновская область,"1 413,6","30,7","30,7","1 382,8","1 308,0","1 254,3"
01.10.2017,Хабаровский край,"2 282,6","58,5","51,4","2 224,1","1 783,7","1 711,1"
01.10.2017,Челябинская область,"3 501,6","78,8","65,9","3 422,8","3 221,1","3 025,4"
01.10.2017,Чеченская Республика,"555,5","2,5","2,5",553,"261,6","261,5"
01.10.2017,Чувашская Республика - Чувашия,"1 236,3","14,8","14,6","1 221,5","1 146,0","1 126,2"
01.10.2017,Чукотский автономный округ,0,0,0,0,0,0
01.10.2017,Ярославская область,"1 210,3","57,3","57,1","1 153,0","1 130,3","1 128,8"
01.07.2017,Алтайский край,"2 133,4","31,2","30,9","2 102,2","2 013,8","2 007,8"
01.07.2017,Амурская область,"717,7","17,3","17,2","700,4","668,2","643,4"
01.07.2017,Архангельская область,"1 080,0",16,16,"1 064,0","1 036,6","1 035,5"
01.07.2017,Астраханская область,"861,8","10,4","9,9","851,5","847,9","847,9"
01.07.2017,Белгородская область,"1 415,1","24,6",23,"1 390,4","1 355,8","1 353,5"
01.07.2017,Брянская область,"947,9","10,5","10,4","937,4","937,4","935,3"
01.07.2017,Владимирская область,980,"16,4","16,4","963,6","932,4","928,1"
01.07.2017,Волгоградская область,"2 075,4","40,8","39,6","2 034,6","1 968,9","1 928,1"
01.07.2017,Вологодская область,"1 048,9","25,2","25,2","1 023,7","948,1","922,6"
01.07.2017,Воронежская область,"3 125,8","84,2","81,5","3 041,6","2 553,0","2 518,3"
01.07.2017,Еврейская автономная область,"120,4","1,8","1,8","118,6","118,6","117,9"
01.07.2017,Забайкальский край,"909,6","11,4","11,3","898,2","866,2",865
01.07.2017,Ивановская область,"697,9","17,9","17,5",680,"636,7","635,5"
01.07.2017,Иркутская область,"2 379,3","34,4","34,2","2 345,0","2 306,3","2 294,6"
01.07.2017,Кабардино-Балкарская Республика,"507,6",6,6,"501,6","455,9","452,1"
01.07.2017,Калининградская область,"1 005,4","27,8","26,5","977,6","942,7","899,6"
01.07.2017,Калужская область,"928,4",18,"17,9","910,4","890,9","882,4"
01.07.2017,Камчатский край,315,"6,9","6,8","308,1","280,8","281,3"
01.07.2017,Карачаево-Черкесская Республика,"295,2","3,4","2,7","291,8","276,5","270,7"
01.07.2017,Кемеровская область,"2 561,9","32,6","31,8","2 529,3","2 390,1","2 333,3"
01.07.2017,Кировская область,"1 203,8","28,2","27,2","1 175,6","1 004,2",981
01.07.2017,Костромская область,"697,6",15,"14,8","682,6","568,4","645,4"
01.07.2017,Краснодарский край,"5 767,8","147,1",144,"5 620,7","5 053,4","4 804,2"
01.07.2017,Красноярский край,"3 151,6","62,5",62,"3 089,0","2 636,6","2 503,5"
01.07.2017,Курганская область,"729,1","9,3","9,2","719,8","687,8","687,4"
01.07.2017,Курская область,"940,3","13,2","13,1","927,1","816,6","810,9"
01.07.2017,Ленинградская область,"15,6",2,2,"13,6","13,6",0
01.07.2017,Липецкая область,"1 020,3",16,"14,4","1 004,2","845,8","826,6"
01.07.2017,Магаданская область,"236,7",4,"3,8","232,6","228,2","227,9"
01.07.2017,г. Москва и Московская область,"45 912,1","1 408,7","1 383,3","44 503,4","36 444,4","26 043,9"
01.07.2017,Мурманская область,"886,8","11,2","10,6","875,5","874,7","874,3"
01.07.2017,Нижегородская область,"3 664,3",196,"191,9","3 468,3","2 995,7","2 711,2"
01.07.2017,Новгородская область,"566,2","10,1",8,"556,1","526,7","526,3"
01.07.2017,Новосибирская область,"6 801,3","245,5","244,1","6 555,8","5 326,1","5 009,0"
01.07.2017,Омская область,"1 736,7","27,1",27,"1 709,6","1 672,2","1 657,7"
01.07.2017,Оренбургская область,"1 774,3","20,8","20,7","1 753,5","1 552,1","1 535,9"
01.07.2017,Орловская область,"699,8","11,9","10,4","687,9","650,9","639,3"
01.07.2017,Пензенская область,"1 113,7","19,2","18,9","1 094,4","1 032,5","1 016,8"
01.07.2017,Пермский край,"2 525,8",61,"60,9","2 464,9","2 403,4","2 370,2"
01.07.2017,Приморский край,"1 969,5","53,8","52,9","1 915,7","1 681,5","1 602,8"
01.07.2017,Псковская область,"522,2",9,"8,7","513,2","499,9","499,8"
01.07.2017,Республика Адыгея (Адыгея),"298,7","3,7","3,7",295,274,"273,4"
01.07.2017,Республика Алтай,"214,5","3,1","3,1","211,4","211,4","211,2"
01.07.2017,Республика Башкортостан,"4 017,2","85,6","84,7","3 931,6","3 640,8","3 212,7"
01.07.2017,Республика Бурятия,"814,4","15,8","15,7","798,6","744,2","734,3"
01.07.2017,Республика Дагестан,"1 050,4","10,6","10,4","1 039,8",868,"867,6"
01.07.2017,Республика Ингушетия,"186,4","1,8","1,8","184,6","162,3","162,2"
01.07.2017,Республика Калмыкия,"222,4","2,8","2,8","219,6","219,6","219,6"
01.07.2017,Республика Карелия,"637,3","11,4","10,5","625,9","605,2","604,3"
01.07.2017,Республика Коми,"1 013,0","17,8","16,7","995,3","972,5","971,3"
01.07.2017,Республика Крым,"413,6","70,6","70,6",343,"276,9","8,6"
01.07.2017,Республика Марий Эл,"525,3","5,9","5,9","519,4","476,2","473,7"
01.07.2017,Республика Мордовия,"606,6","8,6","8,2",598,"479,9","459,1"
01.07.2017,Республика Саха (Якутия),"868,3","21,6","21,4","846,7","787,2","766,5"
01.07.2017,Республика Северная Осетия-Алания,460,"3,4","3,4","456,6","444,6",444
01.07.2017,Республика Татарстан (Татарстан),"3 465,1",76,71,"3 389,1","2 893,0","2 582,3"
01.07.2017,Республика Тыва,"291,3","3,3","3,1",288,"199,4","198,2"
01.07.2017,Республика Хакасия,"431,4","8,5","8,1","422,9","398,1","357,5"
01.07.2017,Ростовская область,"3 988,2","140,4",123,"3 847,8","3 606,8","3 445,7"
01.07.2017,Рязанская область,"1 039,1","19,7","19,3","1 019,4","956,1","939,3"
01.07.2017,Самарская область,"4 767,0","95,9","95,5","4 671,2","3 935,1","3 702,6"
01.07.2017,г. Санкт-Петербург,"9 719,0",404,"396,5","9 315,0","8 268,8","6 674,4"
01.07.2017,Саратовская область,"2 100,4",29,"28,3","2 071,4","2 028,7","2 019,9"
01.07.2017,Сахалинская область,"507,7","14,8","14,7","492,9",484,"483,3"
01.07.2017,Свердловская область,"6 352,6",225,"222,6","6 127,6","5 260,4","4 296,1"
01.07.2017,г. Севастополь,12,"2,8","2,8","9,1","1,6",0
01.07.2017,Смоленская область,"843,6","12,3","12,2","831,3","807,1","804,9"
01.07.2017,Ставропольский край,"2 370,0","50,6","49,3","2 319,4","2 196,8","2 185,0"
01.07.2017,Тамбовская область,"761,5","11,3","11,3","750,2","728,2","726,9"
01.07.2017,Тверская область,"1 076,1",18,"14,3","1 058,1","1 004,0","1 001,3"
01.07.2017,Томская область,913,"16,6","16,4","896,3","866,9",867
01.07.2017,Тульская область,"1 336,8","20,2","19,5","1 316,6","1 287,3","1 272,8"
01.07.2017,Тюменская область,"4 463,4","88,5","84,7","4 374,9","3 991,8","3 809,0"
01.07.2017,Удмуртская Республика,"1 638,5","29,7","29,6","1 608,8","1 434,9","1 343,8"
01.07.2017,Ульяновская область,"1 213,7","25,7","25,7","1 188,0","1 124,8","1 105,3"
01.07.2017,Хабаровский край,"2 075,6","55,5","48,4","2 020,1","1 574,4","1 400,2"
01.07.2017,Челябинская область,"3 137,1","75,2","62,7","3 061,9","2 863,2","2 701,2"
01.07.2017,Чеченская Республика,"490,1","2,3","2,3","487,7","231,9","231,8"
01.07.2017,Чувашская Республика - Чувашия,"1 076,1","13,7","13,6","1 062,3",995,"977,6"
01.07.2017,Чукотский автономный округ,"2,9","0,1","0,1","2,8",0,0
01.07.2017,Ярославская область,"1 086,5","51,9","51,7","1 034,6","1 014,6","1 013,1"
01.04.2017,Алтайский край,"1 899,5","30,2",30,"1 869,3","1 791,6","1 785,4"
01.04.2017,Амурская область,"644,3","16,2","16,1","628,1",600,"581,4"
01.04.2017,Архангельская область,"995,8","16,9","16,8","978,9",945,944
01.04.2017,Астраханская область,759,"9,5","9,1","749,5","746,8","746,8"
01.04.2017,Белгородская область,"1 266,0","23,4","21,9","1 242,6","1 212,6","1 210,6"
01.04.2017,Брянская область,"873,8","9,8","9,7",864,864,"862,4"
01.04.2017,Владимирская область,"934,1","23,1","23,1",911,"837,5","833,5"
01.04.2017,Волгоградская область,"1 831,4","37,3","36,2","1 794,2","1 735,7","1 696,5"
01.04.2017,Вологодская область,"944,2","23,1","23,1","921,1","853,2","827,9"
01.04.2017,Воронежская область,"2 780,4","82,4",80,"2 698,0","2 167,8","2 132,8"
01.04.2017,Еврейская автономная область,"107,2","1,7","1,7","105,5","105,5","105,1"
01.04.2017,Забайкальский край,"803,2","10,8","10,7","792,4","764,6","763,8"
01.04.2017,Ивановская область,"626,5","17,7","17,3","608,8","570,5","569,5"
01.04.2017,Иркутская область,"2 098,2","33,7","33,6","2 064,5","2 030,9","2 023,4"
01.04.2017,Кабардино-Балкарская Республика,"443,9","5,4","5,3","438,5","399,1","395,4"
01.04.2017,Калининградская область,"888,1","24,9","23,8","863,2","849,4","790,7"
01.04.2017,Калужская область,"829,4","16,5","16,5","812,9","796,8","789,9"
01.04.2017,Камчатский край,"295,7","6,4","6,4","289,2","247,1","253,4"
01.04.2017,Карачаево-Черкесская Республика,"258,1","2,9","2,4","255,2","241,2","237,4"
01.04.2017,Кемеровская область,"2 281,7","30,8","30,1","2 250,8","2 127,7","2 078,4"
01.04.2017,Кировская область,"1 091,0",26,"25,4","1 065,0","906,9","886,4"
01.04.2017,Костромская область,"605,8","14,2","14,1","591,5","491,5","562,3"
01.04.2017,Краснодарский край,"5 079,9","137,2","134,4","4 942,7","4 379,0","4 207,9"
01.04.2017,Красноярский край,"2 846,7","59,4","59,1","2 787,3","2 388,4","2 320,6"
01.04.2017,Курганская область,"656,2","8,6","8,6","647,6","618,2","617,8"
01.04.2017,Курская область,"836,3","12,3","12,1",824,"731,8","726,5"
01.04.2017,Ленинградская область,15,"1,8","1,8","13,2","8,4",0
01.04.2017,Липецкая область,"918,4","15,2","13,6","903,2","755,2","738,4"
01.04.2017,Магаданская область,"211,3","3,8","3,6","207,5","203,6","203,3"
01.04.2017,г. Москва и Московская область,"39 853,3","1 242,8","1 215,0","38 610,5","30 903,1","22 158,1"
01.04.2017,Мурманская область,"794,6","10,6",10,784,"782,9","782,6"
01.04.2017,Нижегородская область,"3 253,2","175,6","171,7","3 077,6","2 684,2","2 433,0"
01.04.2017,Новгородская область,"500,7","9,2","7,3","491,4","464,3",464
01.04.2017,Новосибирская область,"5 840,3","220,2","219,1","5 620,0","4 401,5","4 171,9"
01.04.2017,Омская область,"1 538,7","26,2","25,9","1 512,5","1 479,9","1 464,3"
01.04.2017,Оренбургская область,"1 633,1","20,5","20,4","1 612,6","1 376,9","1 366,0"
01.04.2017,Орловская область,622,"10,6","9,2","611,4","579,5","572,5"
01.04.2017,Пензенская область,"974,1","17,7","17,5","956,4","901,1",888
01.04.2017,Пермский край,"2 288,2","56,7","56,6","2 231,5","2 143,0","2 112,2"
01.04.2017,Приморский край,"1 789,3","50,5","49,6","1 738,8","1 517,8","1 451,2"
01.04.2017,Псковская область,"468,7","8,4","8,2","460,3","448,6","448,5"
01.04.2017,Республика Адыгея (Адыгея),"261,1","3,5","3,5","257,7","239,3","238,7"
01.04.2017,Республика Алтай,"188,7","2,9","2,9","185,8","185,8","185,6"
01.04.2017,Республика Башкортостан,"3 489,3","79,5","78,8","3 409,9","3 170,3","2 804,0"
01.04.2017,Республика Бурятия,"706,4","14,8","14,7","691,6","643,7","636,7"
01.04.2017,Республика Дагестан,"916,8","9,2","9,1","907,6","767,7","767,4"
01.04.2017,Республика Ингушетия,"167,4","1,4","1,4",166,"146,9","146,8"
01.04.2017,Республика Калмыкия,"196,7","2,5","2,5","194,2","194,2","194,2"
01.04.2017,Республика Карелия,"569,9","10,9","10,1",559,"540,3","539,6"
01.04.2017,Республика Коми,"902,5",17,"15,9","885,4","864,5","863,7"
01.04.2017,Республика Крым,"369,5","72,2","49,2","297,3","235,1","9,1"
01.04.2017,Республика Марий Эл,"470,5","6,2","6,2","464,4",426,"422,7"
01.04.2017,Республика Мордовия,"547,5","7,7","7,4","539,8","421,4","409,7"
01.04.2017,Республика Саха (Якутия),"682,8","19,2",19,"663,6","612,1","591,4"
01.04.2017,Республика Северная Осетия-Алания,"403,2",3,3,"400,2","389,5","389,3"
01.04.2017,Республика Татарстан (Татарстан),"3 020,2","66,7",62,"2 953,4","2 505,3","2 244,5"
01.04.2017,Республика Тыва,"258,5",3,"2,8","255,6","174,7","173,7"
01.04.2017,Республика Хакасия,"383,4","7,9","7,8","375,5","350,5","317,7"
01.04.2017,Ростовская область,"3 487,5","131,6","114,5","3 355,9","3 163,9","3 009,4"
01.04.2017,Рязанская область,934,"17,8","17,4","916,2","859,9",844
01.04.2017,Самарская область,"4 207,9","90,4","90,3","4 117,5","3 337,9","3 126,7"
01.04.2017,г. Санкт-Петербург,"8 576,9","370,9","362,4","8 205,9","7 208,9","5 756,7"
01.04.2017,Саратовская область,"1 841,9","27,2","26,5","1 814,7","1 775,0","1 769,3"
01.04.2017,Сахалинская область,"454,2","13,9","13,9","440,3","432,7","432,2"
01.04.2017,Свердловская область,"5 592,6",206,"203,3","5 386,6","4 705,3","3 820,7"
01.04.2017,г. Севастополь,"10,6","2,7","2,7","7,9","1,3",0
01.04.2017,Смоленская область,763,"11,4","11,4","751,5",730,"728,2"
01.04.2017,Ставропольский край,"2 086,6",47,"45,8","2 039,6","1 942,6","1 933,0"
01.04.2017,Тамбовская область,"679,5","10,5","10,4",669,650,"648,9"
01.04.2017,Тверская область,"978,4","17,3","13,9",961,912,"908,4"
01.04.2017,Томская область,"819,9","15,6","15,5","804,3","777,9","778,5"
01.04.2017,Тульская область,"1 196,6","17,8","17,2","1 178,8","1 154,4","1 142,3"
01.04.2017,Тюменская область,"3 855,5","79,4","75,7","3 776,1","3 422,8","3 393,0"
01.04.2017,Удмуртская Республика,"1 474,2","32,4","32,3","1 441,8","1 283,9","1 193,1"
01.04.2017,Ульяновская область,"1 046,9","23,7","23,7","1 023,2","966,4","953,7"
01.04.2017,Хабаровский край,"1 993,9","51,6","44,7","1 942,3","1 504,2","1 421,3"
01.04.2017,Челябинская область,"2 797,2","69,9","58,1","2 727,3","2 534,9","2 409,8"
01.04.2017,Чеченская Республика,"413,3",2,2,"411,3","200,8","200,8"
01.04.2017,Чувашская Республика - Чувашия,"943,6","13,4","13,1","930,2","870,4","854,1"
01.04.2017,Чукотский автономный округ,"2,6","0,1","0,1","2,5",0,0
01.04.2017,Ярославская область,"956,8","46,9","46,7","909,9","893,1","891,8"
01.01.2017,Алтайский край,"2 492,8","33,4",33,"2 459,4","2 355,8","2 348,3"
01.01.2017,Амурская область,"811,3","17,2","17,1","794,1","759,3","742,6"
01.01.2017,Архангельская область,"1 251,9","18,8","18,8","1 233,1","1 151,4","1 143,8"
01.01.2017,Астраханская область,"974,5","10,4","9,9","964,2","960,5","960,2"
01.01.2017,Белгородская область,"1 611,0","24,2","22,6","1 586,8","1 550,5","1 548,1"
01.01.2017,Брянская область,"1 070,1","10,6","10,4","1 059,5","1 059,5","1 057,3"
01.01.2017,Владимирская область,"1 277,2","25,7","25,7","1 251,5","1 040,3","1 035,3"
01.01.2017,Волгоградская область,"2 341,7",41,"39,8","2 300,7","2 221,0","2 173,8"
01.01.2017,Вологодская область,"1 212,3","29,3","29,2","1 182,9","1 047,3","1 021,8"
01.01.2017,Воронежская область,"3 441,5","90,2","87,4","3 351,3","2 757,2","2 716,0"
01.01.2017,Еврейская автономная область,"138,1","1,8","1,8","136,3","136,3","135,7"
01.01.2017,Забайкальский край,"1 050,7","11,6","11,6","1 039,1","1 002,7","1 001,6"
01.01.2017,Ивановская область,"769,3","18,8","18,4","750,5","699,4","698,1"
01.01.2017,Иркутская область,"2 727,5","35,1","34,9","2 692,4","2 651,8","2 644,0"
01.01.2017,Кабардино-Балкарская Республика,"599,4","5,9","5,8","593,5","527,4","521,7"
01.01.2017,Калининградская область,"1 166,2",29,"27,8","1 137,3","1 123,1","1 049,4"
01.01.2017,Калужская область,"1 006,1","14,4","14,3","991,7","971,8","965,4"
01.01.2017,Камчатский край,"356,7","7,5","7,4","349,2","302,8",310
01.01.2017,Карачаево-Черкесская Республика,"342,4","3,1","2,7","339,3","318,4","313,9"
01.01.2017,Кемеровская область,"3 068,9","33,6","32,7","3 035,3","2 851,1","2 788,6"
01.01.2017,Кировская область,"1 349,7","28,6","28,1","1 321,1","1 121,9","1 100,2"
01.01.2017,Костромская область,"933,6","14,2","13,9","919,5","831,5","650,7"
01.01.2017,Краснодарский край,"6 399,6","149,4","146,1","6 250,1","5 565,7","5 401,7"
01.01.2017,Красноярский край,"3 461,6",63,"61,4","3 398,6","2 993,8","2 840,1"
01.01.2017,Курганская область,"799,1","9,5","9,4","789,6","755,1","754,5"
01.01.2017,Курская область,"1 068,9","13,6","13,5","1 055,3","924,3","918,3"
01.01.2017,Ленинградская область,"19,9",2,2,"17,9","17,9",0
01.01.2017,Липецкая область,"1 177,9","16,8","14,9","1 161,1","970,1","949,6"
01.01.2017,Магаданская область,"263,3",4,"3,8","259,4","254,9","254,6"
01.01.2017,г. Москва и Московская область,"51 655,1","1 311,9","1 269,5","50 343,2","40 274,2","28 249,1"
01.01.2017,Мурманская область,"970,3","11,3","10,5","959,1","957,9","957,4"
01.01.2017,Нижегородская область,"4 144,3","187,3",183,"3 957,1","3 381,8","3 046,2"
01.01.2017,Новгородская область,"628,1","10,1","7,3",618,"589,2","588,8"
01.01.2017,Новосибирская область,"7 562,1","234,9","233,4","7 327,2","5 850,7","5 541,5"
01.01.2017,Омская область,"1 982,1","29,2","29,2","1 952,9","1 912,1","1 893,7"
01.01.2017,Оренбургская область,"2 114,1",22,"21,8","2 092,1","1 753,6","1 742,2"
01.01.2017,Орловская область,791,"11,6","10,1","779,4",740,"731,1"
01.01.2017,Пензенская область,"1 224,1","19,2",18,"1 204,9","1 118,0","1 099,9"
01.01.2017,Пермский край,"2 913,6","63,4","62,9","2 850,2","2 741,7","2 700,0"
01.01.2017,Приморский край,"2 194,4","54,2","45,9","2 140,2","1 864,3","1 794,7"
01.01.2017,Псковская область,"577,5","8,9","8,4","568,6","555,5","555,3"
01.01.2017,Республика Адыгея (Адыгея),"344,2","3,6","3,6","340,6","316,1","316,3"
01.01.2017,Республика Алтай,"251,3",3,3,"248,2","248,2","247,9"
01.01.2017,Республика Башкортостан,"3 822,0","90,1","89,8","3 731,9","3 380,2","2 895,2"
01.01.2017,Республика Бурятия,"958,1","15,3","15,3","942,8",879,"868,9"
01.01.2017,Республика Дагестан,"1 152,4","10,3","10,1","1 142,1","922,1","921,7"
01.01.2017,Республика Ингушетия,"209,2","1,5","1,5","207,7",178,"177,8"
01.01.2017,Республика Калмыкия,"256,7","2,7","2,7",254,254,254
01.01.2017,Республика Карелия,710,"11,8","10,8","698,2","675,8","674,6"
01.01.2017,Республика Коми,"1 127,8","18,4","17,2","1 109,5","1 081,0","1 079,9"
01.01.2017,Республика Крым,"452,3","75,4","75,3","376,9","298,4",14
01.01.2017,Республика Марий Эл,"587,4","6,6","6,5","580,8","531,7","527,2"
01.01.2017,Республика Мордовия,"712,6","8,8","8,5","703,7","539,6",532
01.01.2017,Республика Саха (Якутия),"1 053,8","18,8","18,7","1 035,0","882,3","855,7"
01.01.2017,Республика Северная Осетия-Алания,"542,5","3,1","3,1","539,4","526,8","526,5"
01.01.2017,Республика Татарстан (Татарстан),"3 936,7","82,4","77,3","3 854,3","3 335,8","2 819,9"
01.01.2017,Республика Тыва,"331,8",3,"2,8","328,8","230,8","229,7"
01.01.2017,Республика Хакасия,"508,1","8,5","8,4","499,6","463,2","412,3"
01.01.2017,Ростовская область,"4 412,5","146,2","125,7","4 266,2","3 977,7","3 815,7"
01.01.2017,Рязанская область,"1 179,6","19,3","18,8","1 160,3","1 082,7","1 064,9"
01.01.2017,Самарская область,"5 195,3","95,8","95,7","5 099,5","4 184,5","3 929,8"
01.01.2017,г. Санкт-Петербург,"10 617,2","412,9","403,1","10 204,2","9 071,6","7 190,5"
01.01.2017,Саратовская область,"2 399,7",32,"31,3","2 367,7","2 315,2","2 303,9"
01.01.2017,Сахалинская область,"554,8","15,4","15,3","539,5",531,"530,2"
01.01.2017,Свердловская область,"7 160,3","233,6","230,1","6 926,6","5 866,3","4 714,9"
01.01.2017,г. Севастополь,"8,5","0,9","0,9","7,6","1,3",0
01.01.2017,Смоленская область,"969,6","12,3","12,2","957,3","928,8","926,8"
01.01.2017,Ставропольский край,"2 684,4","50,6","49,3","2 633,7","2 505,0","2 488,1"
01.01.2017,Тамбовская область,"861,2","11,5","11,5","849,7","826,4",825
01.01.2017,Тверская область,"1 220,2","19,1","15,1","1 201,1","1 139,8","1 134,9"
01.01.2017,Томская область,"1 034,3","16,8","16,6","1 017,5","984,6","985,3"
01.01.2017,Тульская область,"1 477,4","18,7","15,7","1 458,6","1 426,9","1 416,9"
01.01.2017,Тюменская область,"3 560,2",82,"79,9","3 478,2","1 203,1","2 034,7"
01.01.2017,Удмуртская Республика,"1 817,0","36,7","36,6","1 780,3","1 580,2","1 488,5"
01.01.2017,Ульяновская область,"1 374,9","30,1",30,"1 344,7","1 269,6","1 241,2"
01.01.2017,Хабаровский край,"2 417,4","54,4","42,9","2 363,0","1 936,4","1 697,3"
01.01.2017,Челябинская область,"3 129,0",79,"66,1","3 050,0","2 840,9","2 473,0"
01.01.2017,Чеченская Республика,"562,3","2,3","2,3",560,"283,2","283,2"
01.01.2017,Чувашская Республика - Чувашия,"1 240,7","14,6","14,5","1 226,0","1 151,7","1 130,2"
01.01.2017,Чукотский автономный округ,"3,1","0,1","0,1",3,0,0
01.01.2017,Ярославская область,"1 185,2","48,6","48,5","1 136,6","1 116,7","1 115,0"
01.07.2018,Алтайский край,"2 291,9","33,8","33,8","2 258,1","2 258,1","2 157,8"
01.07.2018,Амурская область,"807,3","18,1","17,8","789,2","788,9","724,4"
01.07.2018,Архангельская область,"1 218,7",18,"17,8","1 200,7","1 200,7","1 171,9"
01.07.2018,Астраханская область,"931,9","12,2","11,7","919,7","917,3","917,3"
01.07.2018,Белгородская область,"1 570,4","27,8","26,5","1 542,6","1 540,0","1 501,1"
01.07.2018,Брянская область,"1 058,1","12,4","12,4","1 045,7","1 045,6","1 040,5"
01.07.2018,Владимирская область,"1 125,5","19,5","19,5","1 105,9","1 105,9","1 064,9"
01.07.2018,Волгоградская область,"2 237,9","40,8","39,8","2 197,1","2 181,7","2 085,0"
01.07.2018,Вологодская область,"1 168,1","23,7","23,7","1 144,4","1 059,0","1 042,4"
01.07.2018,Воронежская область,"3 594,8","89,4","87,3","3 505,4","3 210,1","3 126,8"
01.07.2018,Еврейская автономная область,"141,2",2,2,"139,2","139,2","138,7"
01.07.2018,Забайкальский край,"1 020,0",12,12,"1 008,0","1 008,0","975,2"
01.07.2018,Ивановская область,"790,2","19,4","19,4","770,8",768,"724,8"
01.07.2018,Иркутская область,"2 623,8","37,6","37,6","2 586,2","2 585,1","2 527,7"
01.07.2018,Кабардино-Балкарская Республика,561,"7,3","7,3","553,8","553,8",525
01.07.2018,Калининградская область,"1 137,8","28,7","27,8","1 109,1","1 098,5","1 014,2"
01.07.2018,Калужская область,"1 070,5","20,8","20,8","1 049,7","1 049,7","1 017,3"
01.07.2018,Камчатский край,"368,8","7,4","7,4","361,4",353,"329,7"
01.07.2018,Карачаево-Черкесская Республика,"326,5","4,4","3,2","322,1","322,1","304,5"
01.07.2018,Кемеровская область,"2 660,4",32,"31,2","2 628,3","2 544,2","2 479,3"
