date,region,number_of_new_remote_accounts,"юридическим лицам, не являющимся кредитными организациями, всего","с доступом через сеть Интернет
",number_of_new_remote_accounts_individuals,number_of_new_remote_accounts_individuals_with_internet,number_of_new_remote_accounts_individuals_with_sms
01.10.2021,Республика Дагестан,"2 005,9","20,5","20,5","1 985,5","1 985,5","1 839,9"
01.10.2021,Республика Ингушетия,"326,1","2,6","2,6","323,5","323,5","303,2"
01.10.2021,Республика Калмыкия,"308,6","4,4","4,4","304,3","304,3","304,3"
01.10.2021,Республика Карелия,"838,9","13,3","13,3","825,7","825,7","825,7"
01.10.2021,Республика Коми,"1 305,3","19,7","19,7","1 285,6","1 281,5","1 265,3"
01.10.2021,Республика Крым,"3 214,1","99,1",99,"3 115,0","2 736,0",0
01.10.2021,Республика Марий Эл,"787,4","10,7","10,7","776,7","776,7","718,1"
01.10.2021,Республика Мордовия,"821,8","12,2","12,2","809,7","809,7","753,2"
01.10.2021,Республика Саха (Якутия),"1 481,7","33,1","33,1","1 448,6","1 448,6","1 306,1"
01.10.2021,Республика Северная Осетия-Алания,"683,1",7,7,"676,1","676,1","676,1"
01.10.2021,Республика Татарстан (Татарстан),"5 286,7","111,9","107,5","5 174,8","4 870,7","4 203,8"
01.10.2021,Республика Тыва,445,"6,5","6,5","438,5","438,5","347,5"
01.10.2021,Республика Хакасия,"581,6","11,4","11,4","570,2","570,2","547,9"
01.10.2021,Ростовская область,"5 562,2","174,1","159,7","5 388,1","5 315,2","4 916,5"
01.10.2021,Рязанская область,"1 443,4","26,7","26,7","1 416,7","1 408,7","1 322,4"
01.10.2021,Самарская область,"7 791,3","73,3","73,3","7 718,1","7 716,1","4 114,3"
01.10.2021,г. Санкт-Петербург,"14 789,8","476,9",474,"14 312,9","13 824,6","9 551,5"
01.10.2021,Саратовская область,"2 850,8","39,8","39,8","2 811,0","2 810,5","2 732,2"
01.10.2021,Сахалинская область,"807,9","18,1","18,1","789,7","788,8","763,6"
01.10.2021,Свердловская область,"9 277,2","331,9","331,7","8 945,4","8 655,9","5 673,7"
01.10.2021,г. Севастополь,0,0,0,0,0,0
01.10.2021,Смоленская область,"1 145,0","19,6","19,6","1 125,4","1 125,4","1 091,2"
01.10.2021,Ставропольский край,"3 436,8","77,8","77,6","3 359,0","3 338,2","3 127,4"
01.10.2021,Тамбовская область,"1 100,2","17,9","17,9","1 082,3","1 082,2","1 036,6"
01.10.2021,Тверская область,"1 567,5","25,7","23,8","1 541,8","1 541,8","1 455,1"
01.10.2021,Томская область,"1 497,9","23,3","23,3","1 474,6","1 473,0","1 238,7"
01.10.2021,Тульская область,"2 123,5","31,6","31,6","2 091,9","2 091,2","1 819,6"
01.10.2021,Тюменская область,"6 091,0","124,6",123,"5 966,3","5 950,8","5 121,4"
01.10.2021,Удмуртская Республика,"2 179,7","38,9","38,9","2 140,8","2 036,9","1 880,7"
01.10.2021,Ульяновская область,"1 516,2","21,8","21,8","1 494,4","1 494,4","1 422,3"
01.10.2021,Хабаровский край,"2 911,2","62,1","61,9","2 849,1","2 720,3","1 760,4"
01.10.2021,Челябинская область,"4 379,3","90,6",81,"4 288,7","4 215,9","3 834,8"
01.10.2021,Чеченская Республика,"1 040,6","5,9","5,9","1 034,7","1 034,7","675,2"
01.10.2021,Чувашская Республика - Чувашия,"1 574,8","24,4","24,4","1 550,4","1 550,4","1 444,5"
01.10.2021,Чукотский автономный округ,0,0,0,0,0,0
01.10.2021,Ярославская область,"1 687,0","86,2","86,2","1 600,7","1 600,7","1 565,8"
01.07.2021,Алтайский край,"2 593,8","41,9","41,9","2 551,8","2 550,3","2 431,6"
01.07.2021,Амурская область,"1 013,9","25,6","25,6","988,3",988,"901,9"
01.07.2021,Архангельская область,"1 435,9","23,3","23,3","1 412,6","1 412,6","1 377,6"
01.07.2021,Астраханская область,"1 086,0","15,2","14,8","1 070,7","1 070,4","1 070,4"
01.07.2021,Белгородская область,"1 892,5","33,7","33,7","1 858,8","1 857,0","1 804,6"
01.07.2021,Брянская область,"1 293,3",18,18,"1 275,3","1 275,3","1 231,7"
01.07.2021,Владимирская область,"1 473,0","28,8","28,8","1 444,3","1 444,3","1 392,2"
01.07.2021,Волгоградская область,"2 532,8","60,1","59,5","2 472,7","2 466,1","2 377,1"
01.07.2021,Вологодская область,"1 381,0","29,3","29,3","1 351,7","1 285,9","1 277,8"
01.07.2021,Воронежская область,"4 720,4","55,2","55,2","4 665,2","4 664,1","2 649,0"
01.07.2021,Еврейская автономная область,"163,2","2,3","2,3","160,8","160,8","160,8"
01.07.2021,Забайкальский край,"1 201,1","16,2","16,2","1 184,9","1 184,9","1 143,0"
01.07.2021,Ивановская область,"1 045,4","23,9","23,9","1 021,5","1 020,3","972,4"
01.07.2021,Иркутская область,"3 098,1","47,8","47,8","3 050,3","3 050,3","2 991,5"
01.07.2021,Кабардино-Балкарская Республика,"703,2","11,8","11,7","691,4","691,4","660,8"
01.07.2021,Калининградская область,"1 390,2","34,2","34,2","1 356,0","1 355,1","1 205,6"
01.07.2021,Калужская область,"1 252,0","26,2","26,2","1 225,8","1 225,8","1 187,4"
01.07.2021,Камчатский край,"454,1","9,8","9,8","444,3","443,1","421,3"
01.07.2021,Карачаево-Черкесская Республика,"390,6","4,7","4,7","385,8","385,8","385,8"
01.07.2021,Кемеровская область-Кузбасс,"3 083,7",38,"37,8","3 045,8","3 020,4","2 870,8"
01.07.2021,Кировская область,"1 637,0","42,3","39,8","1 594,7","1 557,6","1 355,1"
01.07.2021,Костромская область,"839,2","15,2","15,2","824,1","729,2","789,8"
01.07.2021,Краснодарский край,"8 804,6","159,3","157,2","8 645,2","8 503,3","6 179,3"
01.07.2021,Красноярский край,"4 149,8","70,5","70,4","4 079,3","3 842,2","3 099,6"
01.07.2021,Курганская область,"832,4","12,5","12,5","819,9","819,5","819,2"
01.07.2021,Курская область,"1 284,7",22,22,"1 262,7","1 249,5","1 140,3"
01.07.2021,Ленинградская область,"20,5","0,8","0,8","19,8","19,8",0
01.07.2021,Липецкая область,"1 188,1",20,20,"1 168,1","1 168,1","1 136,4"
01.07.2021,Магаданская область,"305,9","5,3","5,3","300,6","300,6","300,6"
01.07.2021,г. Москва и Московская область,"88 750,4","2 354,8","2 293,0","86 395,6","83 795,8","50 277,9"
01.07.2021,Мурманская область,"1 122,8","13,2","13,2","1 109,6","1 109,6","1 109,6"
01.07.2021,Нижегородская область,"4 891,1","263,6","262,7","4 627,5","4 276,8","3 590,3"
01.07.2021,Новгородская область,"716,6","12,3","12,3","704,3","698,2","671,3"
01.07.2021,Новосибирская область,"12 041,8","234,8","234,2","11 807,0","7 759,7","8 593,7"
01.07.2021,Омская область,"2 160,0","30,7","30,7","2 129,2","2 129,2","2 072,7"
01.07.2021,Оренбургская область,"2 209,5","30,9","30,9","2 178,6","2 126,6","1 966,1"
01.07.2021,Орловская область,"981,4",15,15,"966,4","966,4","914,5"
01.07.2021,Пензенская область,"1 408,6","25,7",25,"1 383,0","1 373,8","1 309,7"
01.07.2021,Пермский край,"3 362,1","66,4","66,4","3 295,8","3 255,0","3 086,8"
01.07.2021,Приморский край,"2 873,2","72,8","72,7","2 800,4","2 788,2","2 284,0"
01.07.2021,Псковская область,"695,6","11,8","11,3","683,8","683,8",664
01.07.2021,Республика Адыгея (Адыгея),415,"5,9","5,9","409,1","409,1","381,8"
01.07.2021,Республика Алтай,264,"4,5","4,5","259,5","259,5","259,3"
01.07.2021,Республика Башкортостан,"5 121,4","98,9","98,8","5 022,6","5 002,0","4 224,9"
01.07.2021,Республика Бурятия,"1 136,0",22,22,"1 113,9","1 113,9","1 018,1"
01.07.2021,Республика Дагестан,"1 838,1","18,4","18,4","1 819,7","1 819,7","1 688,0"
01.07.2021,Республика Ингушетия,"295,4","2,3","2,3","293,1","293,1","273,3"
01.07.2021,Республика Калмыкия,"283,1",4,4,"279,1","279,1","279,1"
01.07.2021,Республика Карелия,779,"12,5","12,5","766,4","766,4","766,4"
01.07.2021,Республика Коми,"1 206,2","18,8","18,8","1 187,4","1 183,7","1 170,0"
01.07.2021,Республика Крым,"2 942,4","64,5","64,4","2 877,9","2 516,4",0
01.07.2021,Республика Марий Эл,"728,1","10,2","10,2","717,9","717,9","660,8"
01.07.2021,Республика Мордовия,"899,4","11,6","11,5","887,8","887,8",648
01.07.2021,Республика Саха (Якутия),"1 300,1","30,9","30,8","1 269,2","1 269,2","1 194,5"
01.07.2021,Республика Северная Осетия-Алания,"618,1","6,5","6,5","611,7","611,7","611,7"
01.07.2021,Республика Татарстан (Татарстан),"4 771,5","105,8",101,"4 665,7","4 423,4","3 824,0"
01.07.2021,Республика Тыва,"402,5",6,6,"396,5","396,5","312,5"
01.07.2021,Республика Хакасия,"530,8","10,9","10,9","519,9","519,9","499,4"
01.07.2021,Ростовская область,"5 094,7","165,2","151,9","4 929,4","4 863,3","4 498,5"
01.07.2021,Рязанская область,"1 325,2","25,2","25,2","1 300,0","1 294,6","1 219,7"
01.07.2021,Самарская область,"7 131,3","69,1","69,1","7 062,2","7 060,6","3 768,6"
01.07.2021,г. Санкт-Петербург,"13 584,5","427,8","425,5","13 156,7","12 710,0","8 760,4"
01.07.2021,Саратовская область,"2 617,8","37,6","37,6","2 580,2","2 579,7","2 507,5"
01.07.2021,Сахалинская область,"741,2","17,3","17,3","723,9","723,1",704
01.07.2021,Свердловская область,"8 412,0","296,4","296,2","8 115,6","7 850,8","5 223,0"
01.07.2021,г. Севастополь,"4,7",0,0,"4,7",0,0
01.07.2021,Смоленская область,"1 053,5","18,4","18,4","1 035,1","1 035,1","1 006,1"
01.07.2021,Ставропольский край,"3 137,3","71,9","71,6","3 065,4","3 045,7","2 864,5"
01.07.2021,Тамбовская область,"1 008,4","16,9","16,9","991,5","991,5","952,6"
01.07.2021,Тверская область,"1 437,7","24,4","22,5","1 413,3","1 413,3","1 338,8"
01.07.2021,Томская область,"1 371,1","22,2","22,2","1 348,9","1 347,3","1 138,5"
01.07.2021,Тульская область,"1 928,8","29,8","29,8","1 899,0","1 899,0","1 667,1"
01.07.2021,Тюменская область,"5 634,9",118,"116,9","5 516,9","5 497,4","4 759,4"
01.07.2021,Удмуртская Республика,"2 041,7","36,2","36,2","2 005,5","1 909,9","1 746,9"
01.07.2021,Ульяновская область,"1 381,2","20,6","20,6","1 360,5","1 360,5","1 297,7"
01.07.2021,Хабаровский край,"2 662,1","60,5","60,5","2 601,5","2 477,1","1 617,8"
01.07.2021,Челябинская область,"3 975,4","85,8","76,3","3 889,6","3 827,8","3 499,0"
01.07.2021,Чеченская Республика,"921,9","5,2","5,2","916,6","916,6","597,2"
01.07.2021,Чувашская Республика - Чувашия,"1 438,9",23,23,"1 415,9","1 415,9","1 323,1"
01.07.2021,Чукотский автономный округ,0,0,0,0,0,0
01.07.2021,Ярославская область,"1 537,9","77,3","77,3","1 460,5","1 460,5","1 431,3"
01.04.2021,Алтайский край,"2 327,7","38,8","38,8","2 289,0","2 288,9","2 188,5"
01.04.2021,Амурская область,"903,9","23,7","23,7","880,1","879,9","811,3"
01.04.2021,Архангельская область,"1 307,9","21,6","21,6","1 286,3","1 286,3","1 257,7"
01.04.2021,Астраханская область,"979,7","14,1","13,7","965,6","965,2","965,2"
01.04.2021,Белгородская область,"1 713,2","31,3","31,3","1 681,9","1 680,2","1 635,7"
01.04.2021,Брянская область,"1 186,2","16,6","16,6","1 169,6","1 169,6","1 132,8"
01.04.2021,Владимирская область,"1 326,0","26,6","26,6","1 299,4","1 299,4","1 256,1"
01.04.2021,Волгоградская область,"2 278,6","53,2","52,6","2 225,4","2 220,6","2 144,4"
01.04.2021,Вологодская область,"1 257,1","24,1","24,1","1 233,0","1 175,7","1 168,7"
01.04.2021,Воронежская область,"4 201,3","51,5","51,5","4 149,8","4 149,7","2 383,4"
01.04.2021,Еврейская автономная область,"147,2","2,1","2,1",145,145,145
01.04.2021,Забайкальский край,"1 069,1","14,7","14,7","1 054,5","1 054,5","1 019,4"
01.04.2021,Ивановская область,"912,7","22,1","22,1","890,6","889,6","849,6"
01.04.2021,Иркутская область,"2 778,2","44,4","44,4","2 733,9","2 733,3","2 684,7"
01.04.2021,Кабардино-Балкарская Республика,"627,7","10,6","10,5","617,2","617,2","591,5"
01.04.2021,Калининградская область,"1 245,2","31,4","31,4","1 213,8","1 212,9","1 086,3"
01.04.2021,Калужская область,"1 133,3","24,6","24,6","1 108,8","1 108,8","1 076,2"
01.04.2021,Камчатский край,409,9,9,400,399,"381,1"
01.04.2021,Карачаево-Черкесская Республика,"350,5","4,4","4,4","346,1","345,6","345,6"
01.04.2021,Кемеровская область-Кузбасс,"2 777,3","35,8","35,7","2 741,5","2 717,0","2 584,9"
01.04.2021,Кировская область,"1 480,2","38,7","34,3","1 441,4","1 404,9","1 230,4"
01.04.2021,Костромская область,"748,8","14,1","14,1","734,6","658,3","706,3"
01.04.2021,Краснодарский край,"7 806,8","145,9","143,9","7 660,9","7 539,7","5 548,8"
01.04.2021,Красноярский край,"3 814,2","65,3","65,3","3 748,9","3 520,6","2 923,4"
01.04.2021,Курганская область,"757,3","11,6","11,6","745,7","745,2","744,9"
01.04.2021,Курская область,"1 153,8",21,21,"1 132,8","1 130,6","1 024,0"
01.04.2021,Ленинградская область,"17,8","0,7","0,7","17,1","17,1",0
01.04.2021,Липецкая область,"1 065,9","18,6","18,6","1 047,3","1 047,3","1 021,7"
01.04.2021,Магаданская область,"276,5","4,9","4,9","271,6","271,6","271,6"
01.04.2021,г. Москва и Московская область,"76 197,3","2 089,5","2 035,4","74 107,8","71 935,2","42 139,4"
01.04.2021,Мурманская область,"1 021,9","12,3","12,3","1 009,5","1 009,5","1 009,5"
