date,region,"The number of accounts opened by institutions of the banking system, per 1 resident, units.",Total number of banking system institutions,institutions of the Bank of Russia,credit institutions,branches of credit organizations,Number of bank institutions per 1 million inhabitants,payments orders with internet,payment requirements with internet,collection orders,volume orders in electronic form with internet,volume payment requirements,volume collection orders,"The number of accounts opened by institutions of the banking system, per 1 resident, units._normalized",Total number of banking system institutions_normalized,institutions of the Bank of Russia_normalized,credit institutions_normalized,branches of credit organizations_normalized,Number of bank institutions per 1 million inhabitants_normalized,payments orders with internet_normalized,payment requirements with internet_normalized,collection orders_normalized,volume orders in electronic form with internet_normalized,volume payment requirements_normalized,volume collection orders_normalized,geometric_mean
2014-04-01,Moscow and Moscow region,12.8,7130.0,13,487,188,375.0,71460.5,191.7,431.8,57091.3,34.3,16.4,0.999999996077578,0.9999999982310874,0.9251099261986443,0.999999998384038,0.9999999980903064,0.8345106584112977,0.9999999989526228,0.8983324303753928,0.9180690208693484,0.9999999990869586,0.8386887467751815,0.9999999964251004,0.9490626249560892
2014-04-01,St. Petersburg,5.4,1711.0,3,44,152,340.0,20251.6,6.3,742.1,4891.0,9.2,4.1,0.6614768445258292,0.7475349186637713,0.39624062375115315,0.6115106841816761,0.9594072744266853,0.7959467281752383,0.8679350637007316,0.3145827486893347,0.9999999984870226,0.7756424717830945,0.5264906538241028,0.5044136787735004,0.6445967608739326
2014-07-01,Altai region,3.2,938.0,4,7,15,392.0,1046.9,0.0,38.6,136.1,8.5,0.6,0.4507957594716958,0.6424586297183941,0.4999999981966312,0.3156169122525307,0.5231784889893155,0.8520962851855718,0.5499433850118782,0.0,0.5478595115365511,0.4091817379096382,0.444568144754687,0.0,0.5067497675218825
2014-07-01,Amurskaya Oblast,4.9,249.0,4,2,6,307.0,594.7,5.6,4.7,66.5,0.6,0.1,0.6159308708983081,0.40739088452379624,0.4999999981966312,0.1124250125171934,0.3461568073448174,0.756871107226552,0.490486120576373,0.2888439681286728,0.23208001417205568,0.3397423587623641,0.0,0.0,0.36439704753212016
2014-07-01,Arkhangelsk region,3.7,356.0,7,1,19,299.0,1287.1,4.0,24.4,172.5,0.3,0.3,0.5070631272435598,0.4707488693172107,0.7018387279830529,0.0,0.5688473335592344,0.7465838845706972,0.571659918038954,0.23243007194666299,0.4790752518506826,0.43216123840481646,0.0,0.0,0.5001167484899903
2014-07-01,Astrakhan region,3.1,289.0,2,5,13,284.0,209.6,0.0,7.3,48.6,0.0,0.3,0.4384910966125864,0.4337944215207423,0.2499999990983156,0.26104279513173473,0.495532294277507,0.7265311267183239,0.380845261766838,0.0,0.2981113229957331,0.309338761202858,0.0,0.0,0.3778412205930172
2014-07-01,Belgorod region,3.4,525.0,4,4,11,340.0,1081.2,19.7,55.5,275.4,0.4,0.4,0.4742917001562832,0.5395993478675116,0.4999999981966312,0.2248500250343868,0.4632584820867301,0.7966490421014879,0.5533327452311447,0.49973903334056413,0.6023163672722884,0.47752033747332673,0.0,0.0,0.4927897300665203
2014-07-01,Bryansk region,3.2,279.0,2,0,9,225.0,539.4,6.4,36.5,67.2,0.3,0.1,0.4507957594716958,0.42755306812014654,0.2499999990983156,0.0,0.42449014936025686,0.6358021009445461,0.4802249628274481,0.3112322227918336,0.5394704741919273,0.34075762374897994,0.0,0.0,0.4140041212131594
2014-07-01,Vladimir region,3.5,485.0,5,3,12,343.0,916.0,0.2,14.5,77.4,0.0,0.1,0.4855262353428036,0.5255534966254164,0.5804820216281943,0.17818942898285817,0.4800685400095064,0.8000716637279387,0.5359002349502157,0.0,0.4010283610269207,0.35445894871108685,0.0,0.0,0.45101945206589333
2014-07-01,Volgograd region,3.5,724.0,9,4,34,282.0,1885.7,32.5,10.6,345.6,0.1,0.1,0.4855262353428036,0.5965618195830001,0.7924812475023063,0.2248500250343868,0.6812709639390546,0.7237777165101864,0.6118118268378131,0.5836746560624041,0.35404516906539313,0.4995351286169091,0.0,0.0,0.5255437298763664
2014-07-01,Vologda Region,3.6,431.0,4,10,12,361.0,1396.4,41.9,58.8,218.1,0.3,0.4,0.4964442622831855,0.5046324029384633,0.4999999981966312,0.37346780764892823,0.4800685400095064,0.8199990370194196,0.580229051824513,0.6262686900009422,0.6109781634666946,0.4549031081460677,0.0,0.0,0.5332722878112203
2014-07-01,Voronezh region,4.9,783.0,5,2,29,336.0,4094.2,28.2,43.4,774.8,0.6,1.2,0.6159308708983081,0.6104467283662659,0.5804820216281943,0.1124250125171934,0.6505406523096633,0.7920382673080805,0.6933202070347105,0.5598802601776495,0.5654364690271142,0.57781067016106,0.0,0.06214398461187111,0.432735661204751
2014-07-01,Jewish Autonomous Region,2.7,50.0,2,0,4,293.0,58.0,1.9,0.7,4.9,0.3,0.0,0.3849489538124313,0.12285071772571003,0.2499999990983156,0.0,0.26782346532937795,0.7386861967881387,0.24577201356442893,0.1076150557387955,0.0,0.08688193517402537,0.0,0.0,0.21942977143502004
2014-07-01,Zabaykalsky Krai,3.1,283.0,7,0,6,260.0,496.6,2.3,32.2,55.3,0.1,0.2,0.4384910966125864,0.43007604483371104,0.7018387279830529,0.0,0.3461568073448174,0.6921318040273847,0.4715331712993781,0.13964792240260412,0.5206730060818852,0.32186068711505655,0.0,0.0,0.4130458925433766
2014-07-01,Ivanovo region,3.2,299.0,4,6,11,287.0,926.6,2.0,17.5,97.2,0.5,0.1,0.4507957594716958,0.43982344232387216,0.4999999981966312,0.29061444150005156,0.4632584820867301,0.7306250970282122,0.5371098790676623,0.11621503597333149,0.429229589931399,0.37654417714094524,0.0,0.0,0.39745635070584817
2014-07-01,Irkutsk region,4.1,668.0,12,7,22,276.0,2049.7,0.8,95.5,396.1,0.3,1.0,0.5468482152582177,0.5822937413274573,0.8962406219477843,0.3156169122525307,0.5971702147514191,0.7153987715773125,0.6205795047859484,0.0,0.6837087860229788,0.5127585659723283,0.0,0.0,0.5877632199191577
2014-07-01,Kabardino-Balkar Republic,2.7,155.0,3,5,11,181.0,134.8,1.6,8.9,45.8,0.7,0.1,0.3849489538124313,0.32337603952068916,0.39624062375115315,0.26104279513173473,0.4632584820867301,0.5510225387870685,0.33443767615165854,0.07880215084517062,0.32783090080616384,0.3035853918691612,0.0,0.0,0.3115701518750586
2014-07-01,Kaliningrad region,1.8,300.0,2,2,23,311.0,1046.9,0.0,7.1,188.9,0.1,0.0,0.2278051425301873,0.4404152162333503,0.2499999990983156,0.1124250125171934,0.6057580193516643,0.7619146200243344,0.5499433850118782,0.0,0.29394536420870315,0.44096691807230476,0.0,0.0,0.35639868871429115
2014-07-01,Kaluga region,3.6,313.0,2,4,10,312.0,1030.7,4.8,46.7,183.6,0.5,1.4,0.4964442622831855,0.44793369937652916,0.2499999990983156,0.2248500250343868,0.4448451469738761,0.7631653624239735,0.5483037774661689,0.2629986248828612,0.5764266032469474,0.43820768930417775,0.0,0.11468597494777333,0.3698787910799601
2014-07-01,Kamchatka Krai,4.0,139.0,9,3,8,435.0,365.2,0.0,4.6,55.3,0.0,0.2,0.5372782395059965,0.3040659543023129,0.7924812475023063,0.17818942898285817,0.40173519799406693,0.892648102594083,0.43922095627728713,0.0,0.22885483884998775,0.32186068711505655,0.0,0.0,0.40092510192240005
2014-07-01,Karachay-Cherkess Republic,2.3,58.0,2,5,5,123.0,78.6,0.4,10.0,19.8,1.3,0.1,0.3228058627300114,0.14915610374618526,0.2499999990983156,0.26104279513173473,0.3109334143091871,0.40051283217333705,0.27772560878359914,0.0,0.34530687969288676,0.22227710972103942,0.054502424408077794,0.0,0.2321480133022547
2014-07-01,Kemerovo region,3.7,689.0,6,6,15,252.0,1119.5,0.0,42.0,377.8,9.5,1.1,0.5070631272435598,0.5877797482644156,0.6462406228494687,0.29061444150005156,0.5231784889893155,0.6799556279729561,0.5569925659514853,0.0,0.5605191474309915,0.508172334010392,0.4676736800383864,0.0324863085378779,0.4049328159761297
2014-07-01,Kirov region,3.6,434.0,4,3,7,331.0,1538.3,0.0,29.5,161.3,0.0,0.2,0.4964442622831855,0.5058617913675776,0.4999999981966312,0.17818942898285817,0.3759377618174767,0.7861969896327767,0.5904040774069211,0.0,0.5075396540413277,0.4256523990193323,0.0,0.0,0.455462782280875
2014-07-01,Kostroma region,3.7,212.0,4,6,6,323.0,568.3,1.6,17.7,55.8,0.1,0.2,0.5070631272435598,0.3788795084414783,0.4999999981966312,0.29061444150005156,0.3461568073448174,0.7766648708038,0.485712181718005,0.07880215084517062,0.4309337545475352,0.3227333925596365,0.0,0.0,0.3632058513269469
2014-07-01,Krasnodar region,3.5,1863.0,16,14,68,345.0,5676.5,15.2,101.4,1291.3,3.9,1.5,0.4855262353428036,0.7640768901772359,0.9999999963932624,0.4280419247697241,0.8151826966037435,0.8023368208229831,0.7276745448642897,0.45626016365878996,0.6926987067856231,0.6273362466568113,0.28272341837022696,0.13820207485064603,0.5378071218545823
2014-07-01,Krasnoyarsk region,4.4,954.0,11,5,33,334.0,2314.0,0.0,47.4,559.4,1.4,0.7,0.5742170650891145,0.6454563522796288,0.8648579015400089,0.26104279513173473,0.6755035567668585,0.7897122548895246,0.6333307388251256,0.0,0.5786577902203985,0.5462279083265372,0.06989729595638894,0.0,0.478143503317785
2014-07-01,Kurgan region,3.2,367.0,3,2,8,418.0,285.6,0.0,5.3,21.2,0.0,0.0,0.4507957594716958,0.4761423624949615,0.39624062375115315,0.1124250125171934,0.40173519799406693,0.8771166188801329,0.4133731672379969,0.0,0.25009744056870054,0.22890113321396183,0.0,0.0,0.3504500632239258
2014-07-01,Kursk region,3.9,349.0,3,2,8,312.0,773.0,11.3,56.1,122.2,0.3,0.2,0.5274659603224027,0.46722917109985596,0.39624062375115315,0.1124250125171934,0.40173519799406693,0.7631653624239735,0.5180548728961963,0.40654935041348433,0.6039289083191083,0.3987364852202254,0.0,0.0,0.41997802755869557
2014-07-01,Leningrad region,0.2,449.0,4,5,13,255.0,643.5,0.0,7.7,88.4,0.0,0.1,0.0,0.5118839829729263,0.4999999981966312,0.26104279513173473,0.495532294277507,0.684566402766363,0.49877760075494815,0.0,0.3061113461859941,0.36734308739395966,0.0,0.0,0.4345351171527101
2014-07-01,Lipetsk region,4.0,381.0,4,1,11,328.0,746.5,10.9,50.8,75.1,0.6,0.5,0.5372782395059965,0.4827776445817638,0.4999999981966312,0.0,0.4632584820867301,0.7826497184858453,0.5143873972869052,0.4005067917299334,0.5890464756700844,0.3515341247459489,0.0,0.0,0.5014853784841672
2014-07-01,Magadan Region,7.8,70.0,4,0,6,466.0,84.6,0.0,0.6,17.2,0.0,0.0,0.796105080075401,0.1824857518468885,0.4999999981966312,0.0,0.3461568073448174,0.9194684196663543,0.2854596219939082,0.0,0.0,0.20862823643470169,0.0,0.0,0.39018536436602463
2014-07-01,Murmansk region,2.4,260.0,3,3,13,337.0,614.8,0.0,2.1,61.6,0.1,0.0,0.3393004510009415,0.41505257776137433,0.39624062375115315,0.17818942898285817,0.495532294277507,0.7931960866531512,0.49398080688074203,0.0,0.11126453924141227,0.33232126860545924,0.0,0.0,0.34617010154309946
2014-07-01,Nizhny Novgorod Region,4.2,1195.0,11,12,74,364.0,8665.6,7.3,79.5,2256.5,2.5,0.5,0.5561875665907469,0.6853766250512715,0.8648579015400089,0.403039454017245,0.8315186590919573,0.8232233803014648,0.7721494900274403,0.33329269073069656,0.6562098434672964,0.68145425236177,0.19034629754610263,0.0,0.568184551833007
2014-07-01,Novgorod region,2.1,200.0,2,2,9,321.0,398.7,0.0,2.8,33.9,0.1,0.0,0.2875484468377486,0.36855215317713,0.2499999990983156,0.1124250125171934,0.42449014936025686,0.7742449504594816,0.4484480506904318,0.0,0.15440674453239575,0.27441405277713093,0.0,0.0,0.29812180541758454
2014-07-01,Novosibirsk region,7.8,851.0,5,8,60,312.0,10110.0,196.9,144.1,2018.0,123.2,1.6,0.796105080075401,0.6252068519756471,0.5804820216281943,0.3372750375515802,0.7910019543186935,0.7631653624239735,0.7883575349446549,0.8857118967316099,0.7454015235203041,0.6706233869299841,0.999999997922643,0.16019991720660343,0.6210013179655562
2014-07-01,Omsk region,4.0,629.0,4,6,20,319.0,4224.7,146.3,6.7,392.2,0.4,0.1,0.5372782395059965,0.5716317627221004,0.4999999981966312,0.29061444150005156,0.578756879638565,0.7718099055148494,0.6966190243458444,0.8359098790028431,0.2852493125135394,0.5117991975230366,0.0,0.0,0.528334329694252
2014-07-01,Orenburg region,3.8,812.0,8,8,13,404.0,744.0,0.1,12.9,219.7,0.0,0.1,0.5173987884457302,0.6168923885574767,0.7499999972949468,0.3372750375515802,0.495532294277507,0.8638440874498576,0.514034712713364,0.0,0.3834942674824607,0.455611795963061,0.0,0.0,0.526412251180087
2014-07-01,Oryol Region,3.7,239.0,4,1,13,310.0,520.2,5.1,32.7,61.8,0.2,0.2,0.5070631272435598,0.4001260920868686,0.4999999981966312,0.0,0.495532294277507,0.7606598494618667,0.4764144375598419,0.2731631221250992,0.5229837586169974,0.3326355538735011,0.0,0.0,0.45677900566541074
2014-07-01,Penza region,3.3,499.0,5,1,14,367.0,397.3,0.0,3.8,40.7,0.1,0.0,0.4627217566183603,0.5305971412277758,0.5804820216281943,0.0,0.5098494944821657,0.8264212580871778,0.44807822809329084,0.0,0.20020326464487,0.2921390458156418,0.0,0.0,0.4462892845562816
2014-07-01,Perm,3.1,952.0,7,5,35,361.0,3815.0,88.3,22.9,684.4,7.3,0.8,0.4384910966125864,0.6450843980586796,0.7018387279830529,0.26104279513173473,0.6868711761266637,0.8199990370194196,0.6858944389950002,0.7512536837737326,0.4695605473024583,0.5657819629492961,0.4129524713014557,0.0,0.5585286087838848
2014-07-01,Primorsky Krai,3.9,586.0,7,6,19,302.0,2273.1,5.0,15.4,462.3,1.2,0.2,0.5274659603224027,0.559081412950359,0.7018387279830529,0.29061444150005156,0.5688473335592344,0.7504734934777282,0.6314558538111917,0.26984295707482386,0.41005907468268665,0.5277429987765945,0.03787469641604655,0.0,0.3943439699514188
2014-07-01,Pskov region,2.0,199.0,2,2,6,303.0,357.9,0.0,5.1,31.0,0.1,0.0,0.26863911975299826,0.36766374970680926,0.2499999990983156,0.1124250125171934,0.3461568073448174,0.7517614481147329,0.43709811618228533,0.0,0.24432884967212476,0.26574340774039984,0.0,0.0,0.30136167053185586
2014-07-01,Republic of Adygea,2.7,124.0,2,4,5,278.0,97.7,0.0,8.4,13.1,0.3,0.1,0.3849489538124313,0.2838269420077062,0.2499999990983156,0.2248500250343868,0.3109334143091871,0.7182118229524835,0.3005956481589199,0.0,0.3191599962347974,0.18222714301542414,0.0,0.0,0.30665212926703495
2014-07-01,Altai Republic,2.8,63.0,3,2,6,298.0,31.5,0.0,2.6,3.0,0.0,0.1,0.3990437553085028,0.16381206272063586,0.39624062375115315,0.1124250125171934,0.3461568073448174,0.7452786708780109,0.18159167280703245,0.0,0.14329315194351366,0.039312648169148964,0.0,0.0,0.20923096243314054
2014-07-01,Republic of Bashkortostan,4.0,1506.0,7,8,33,370.0,3786.2,1.9,62.7,938.6,0.2,0.5,0.5372782395059965,0.726373279563444,0.7018387279830529,0.3372750375515802,0.6755035567668585,0.8295931013009293,0.6850977470344561,0.1076150557387955,0.6206088464975625,0.5964055019098091,0.0,0.0,0.5188070379351404
2014-07-01,The Republic of Buryatia,3.7,319.0,6,1,8,328.0,689.3,0.1,6.6,75.8,0.1,0.1,0.5070631272435598,0.451299043293082,0.6462406228494687,0.0,0.40173519799406693,0.7826497184858453,0.5060061236001787,0.0,0.2829941591531909,0.35243366525009706,0.0,0.0,0.46914255723111337
2014-07-01,The Republic of Dagestan,1.2,295.0,7,17,68,100.0,93.8,0.8,9.2,36.0,1.6,0.1,0.07066133124794327,0.43743638777385874,0.7018387279830529,0.4595330610911324,0.8151826966037435,0.3198588856600285,0.29631278784667664,0.0,0.3328025673466803,0.2802415441525596,0.09763653341464111,0.0,0.3052070854814768
2014-07-01,The Republic of Ingushetia,1.2,25.0,2,0,6,55.0,15.5,0.1,1.1,6.8,0.0,0.0,0.07066133124794327,0.0,0.2499999990983156,0.0,0.3461568073448174,0.08693804924567043,0.10703532556477086,0.0,0.014293178954096764,0.11865349698246921,0.0,0.0,0.09949278445715204
2014-07-01,Republic of Kalmykia,3.2,56.0,1,2,3,199.0,67.0,0.8,4.1,8.2,0.1,0.0,0.4507957594716958,0.14293665433390557,0.0,0.1124250125171934,0.21224507468012843,0.5879602166542487,0.2609377211137731,0.0,0.21159848149006483,0.13680495154696845,0.0,0.0,0.22609470743461574
2014-07-01,The Republic of Karelia,2.0,204.0,7,1,12,322.0,521.3,0.0,3.4,42.5,0.0,0.0,0.26863911975299826,0.3720618940293184,0.7018387279830529,0.0,0.4800685400095064,0.7754567894548041,0.4766365186602931,0.0,0.1835233264664157,0.29633495189676606,0.0,0.0,0.40162247803448875
2014-07-01,Komi Republic,4.2,318.0,10,1,12,365.0,903.2,6.5,23.5,98.6,1.8,0.4,0.5561875665907469,0.45074257149769853,0.83048202072651,0.0,0.4800685400095064,0.8242922586752819,0.5344207358082329,0.3138316989875802,0.4734391653682498,0.37793071444125337,0.12210427489782388,0.0,0.44461610573354887
2014-07-01,Mari El Republic,3.0,198.0,3,2,13,287.0,335.6,0.0,3.3,44.8,0.0,0.0,0.4257829310352423,0.36677087063337127,0.39624062375115315,0.1124250125171934,0.495532294277507,0.7306250970282122,0.4303343874910904,0.0,0.1790464306564984,0.301444975579831,0.0,0.0,0.3385972937927846
2014-07-01,The Republic of Mordovia,4.1,301.0,2,4,4,371.0,259.6,0.0,7.8,31.6,0.0,0.1,0.5468482152582177,0.44100502084165194,0.2499999990983156,0.2248500250343868,0.26782346532937795,0.8306446698823209,0.403337989171199,0.0,0.3080464036459153,0.26760206376851325,0.0,0.0,0.35949005442702875
2014-07-01,The Republic of Sakha (Yakutia),3.7,375.0,14,4,14,393.0,600.6,4.0,32.9,125.1,0.4,0.2,0.5070631272435598,0.4799643137463332,0.9518387270813685,0.2248500250343868,0.5098494944821657,0.8530889122776336,0.49152402329056705,0.23243007194666299,0.523898181403953,0.40101054877417847,0.0,0.0,0.47156366387819787
2014-07-01,Republic of North Ossetia - Alania,2.8,90.0,3,3,9,128.0,98.5,0.7,7.1,17.9,0.3,0.1,0.3990437553085028,0.2270277463251675,0.39624062375115315,0.17818942898285817,0.42449014936025686,0.41603703414607107,0.30145302435004995,0.0,0.29394536420870315,0.2124959768436538,0.0,0.0,0.3025966446710095
2014-07-01,Republic of Tatarstan,4.7,1636.0,11,22,66,426.0,5006.7,1.6,71.3,1987.3,0.4,1.1,0.5997800204112025,0.7410479179769294,0.8648579015400089,0.5013516555448663,0.8094152894315474,0.8845027343605829,0.7144740006936627,0.07880215084517062,0.6398845633447061,0.6691370384685713,0.0,0.0324863085378779,0.43593486529530423
2014-07-01,Tyva Republic,2.6,61.0,2,1,3,196.0,36.1,0.0,2.2,5.6,0.1,2.7,0.37032214904015875,0.1580942726334612,0.2499999990983156,0.0,0.21224507468012843,0.5820420382081883,0.19592215612428404,0.0,0.11824090745078933,0.09982872776556932,0.0,0.3385481343131632,0.22392682334153305
2014-07-01,The Republic of Khakassia,3.6,195.0,2,2,3,365.0,153.5,0.0,10.1,12.8,0.6,0.1,0.4964442622831855,0.36406492309188454,0.2499999990983156,0.1124250125171934,0.21224507468012843,0.8242922586752819,0.3480956149246532,0.0,0.34679907978975766,0.17998093629520048,0.0,0.0,0.2993623123218155
2014-07-01,Rostov region,4.2,1441.0,12,16,88,339.0,3748.8,5.3,101.4,714.1,3.6,1.2,0.5561875665907469,0.7185536551511941,0.8962406219477843,0.4497000500687736,0.8649936800807971,0.7955014538700551,0.6840540608359218,0.27961248863128807,0.6926987067856231,0.5699007381574107,0.2660956903781957,0.06214398461187111,0.4768983167932917
2014-07-01,Ryazan Oblast,3.7,331.0,2,4,11,290.0,994.0,37.5,34.5,134.0,0.2,0.1,0.5070631272435598,0.45784388985502317,0.2499999990983156,0.2248500250343868,0.4632584820867301,0.734676494951824,0.5444919697917814,0.6076673522140069,0.531019513251891,0.4076740471622494,0.0,0.0,0.44695241208491504
2014-07-01,Samara Region,5.8,1024.0,7,17,49,319.0,4716.8,0.9,37.2,977.4,1.1,0.8,0.6812830187675682,0.6580061113282942,0.7018387279830529,0.4595330610911324,0.7518755236349534,0.7718099055148494,0.7082030648767809,0.0,0.542319281994311,0.6003328953013654,0.01979932701829207,0.0,0.4553258736643793
2014-07-01,Saratov region,3.8,801.0,8,9,26,321.0,1538.0,0.3,26.0,286.9,0.0,0.2,0.5173987884457302,0.6144749954296512,0.7499999972949468,0.35637885796571633,0.629444026942196,0.7742449504594816,0.590383571895798,0.0,0.48860003163640037,0.48148676137897445,0.0,0.0,0.5637545326275745
2014-07-01,Sakhalin region,3.8,183.0,7,5,8,373.0,597.0,0.0,2.5,93.0,0.0,0.0,0.5173987884457302,0.3528080534153915,0.7018387279830529,0.26104279513173473,0.40173519799406693,0.8327393304272408,0.4908919461996683,0.0,0.1374114226995016,0.372261471847636,0.0,0.0,0.403090053065527
2014-07-01,Sverdlovsk region,5.3,1390.0,11,15,66,322.0,12983.2,389.3,153.9,2220.6,1.9,5.7,0.646343669635756,0.712167204992426,0.8648579015400089,0.4392322241145929,0.8094152894315474,0.7754567894548041,0.8146551198754489,0.9999999983233715,0.755268542957784,0.6798993047202531,0.13333596701191186,0.5932348598196965,0.6261459837793083
2014-07-01,Smolensk region,3.4,261.0,6,2,11,270.0,493.7,0.0,7.1,65.0,0.3,0.1,0.4742917001562832,0.4157329475843358,0.6462406228494687,0.1124250125171934,0.4632584820867301,0.7068356593411349,0.47091741269570897,0.0,0.29394536420870315,0.3375303178686388,0.0,0.0,0.3921212245878072
2014-07-01,Stavropol region,3.2,686.0,8,5,44,245.0,2034.1,25.1,64.3,338.6,3.6,0.6,0.4507957594716958,0.5870063530536481,0.7499999972949468,0.26104279513173473,0.731081947416108,0.668980087453859,0.6197762741316415,0.5403552278372125,0.624387688886902,0.49755114111687987,0.2660956903781957,0.0,0.5167428297883089
2014-07-01,Tambov Region,3.3,343.0,3,1,4,321.0,431.4,6.5,21.5,65.1,0.1,0.1,0.4627217566183603,0.46415563532793813,0.39624062375115315,0.0,0.26782346532937795,0.7742449504594816,0.4567354862394399,0.3138316989875802,0.46010016697625317,0.3376793677370309,0.0,0.0,0.4184067385697922
2014-07-01,Tver region,2.3,350.0,9,4,13,264.0,994.3,4.0,42.8,128.1,0.3,0.1,0.3228058627300114,0.46773628481129137,0.7924812475023063,0.2248500250343868,0.495532294277507,0.6980801015970257,0.5445236959418326,0.23243007194666299,0.563348757272341,0.40330821364900166,0.0,0.0,0.43929121063594706
2014-07-01,Tomsk region,3.1,304.0,5,2,18,284.0,717.8,0.9,25.5,137.3,9.4,0.2,0.4384910966125864,0.4427627488473694,0.5804820216281943,0.1124250125171934,0.5584018820249458,0.7265311267183239,0.5102656108690525,0.0,0.4856880008683189,0.4100328648409204,0.46547539813808186,0.0,0.4350962844131793
2014-07-01,Tula region,3.7,395.0,4,4,12,260.0,884.5,6.2,80.1,148.0,0.2,0.2,0.5070631272435598,0.48917345633466747,0.4999999981966312,0.2248500250343868,0.4800685400095064,0.6921318040273847,0.5322211503712764,0.305909145355733,0.6573374042109671,0.4173088961852492,0.0,0.0,0.458860895969524
2014-07-01,Tyumen region,4.5,1373.0,15,15,61,387.0,2403.7,3.2,66.6,762.6,10.7,1.3,0.5829267423174863,0.7099862045710327,0.9767226453793474,0.4392322241145929,0.7941953128522106,0.8470948567746632,0.637329196411228,0.1950171868185021,0.6296581962751885,0.5762718393326918,0.49238424527925156,0.08942640190484193,0.49880097945508384
2014-07-01,Udmurt republic,3.6,466.0,5,2,10,307.0,1380.7,25.1,43.6,125.2,0.1,0.4,0.4964442622831855,0.5184705639962668,0.5804820216281943,0.1124250125171934,0.4448451469738761,0.756871107226552,0.5790403011147803,0.5403552278372125,0.5661259639079809,0.40108802134745325,0.0,0.0,0.45751127525689944
2014-07-01,Ulyanovsk region,3.9,348.0,4,3,10,275.0,1075.7,0.1,17.9,161.4,0.0,0.1,0.5274659603224027,0.4667206022538256,0.4999999981966312,0.17818942898285817,0.4448451469738761,0.7139845924461076,0.552796563949124,0.0,0.4326187708414424,0.4257124900781475,0.0,0.0,0.4467736695891106
2014-07-01,Khabarovsk region,5.3,398.0,4,2,30,297.0,1512.7,54.7,157.7,422.5,4.9,1.2,0.646343669635756,0.4905144674325193,0.4999999981966312,0.1124250125171934,0.6570902216540045,0.7439690699041603,0.5886397223831458,0.6709638991474137,0.758926404113537,0.519014492342042,0.33014088945888054,0.06214398461187111,0.41720182811911055
2014-07-01,Chelyabinsk region,4.0,1127.0,9,8,69,323.0,4098.7,4.4,66.2,714.8,0.7,1.1,0.5372782395059965,0.6749929012206777,0.7924812475023063,0.3372750375515802,0.8180030940317928,0.7766648708038,0.6934356993085298,0.24841004890572152,0.628754790697286,0.5699957340978343,0.0,0.0324863085378779,0.44126450065248035
2014-07-01,Chechen Republic,0.6,59.0,1,0,5,44.0,35.1,0.1,0.5,29.0,0.0,0.0,0.0,0.1521858548094557,0.0,0.0,0.3109334143091871,0.0,0.1929687267253455,0.0,0.0,0.2592772174587842,0.0,0.0,0.22058361157675663
2014-07-01,Chuvash Republic,3.8,426.0,3,4,8,344.0,673.7,0.0,12.4,50.3,0.2,0.1,0.5173987884457302,0.5025642800416024,0.39624062375115315,0.2248500250343868,0.40173519799406693,0.8012058884675286,0.5035994026657657,0.0,0.3775660302919093,0.3126722900373088,0.0,0.0,0.4240464076062444
2014-07-01,Chukotka Autonomous Okrug,0.2,29.0,7,0,1,573.0,5.6,0.0,0.0,2.0,0.0,0.0,0.0,0.026305386020475316,0.7018387279830529,0.0,0.0,0.9999999961039407,0.0,0.0,0.0,0.0,0.0,0.0,0.2642980763911289
2014-07-01,Yaroslavl region,3.6,439.0,5,5,25,345.0,2310.2,2.8,94.3,317.6,0.0,0.5,0.4964442622831855,0.5078920096862533,0.5804820216281943,0.26104279513173473,0.6218668286183742,0.8023368208229831,0.6331579462354907,0.17262893215534128,0.6818124715362467,0.4913433055583535,0.0,0.0,0.48348968218757943
2014-07-01,Moscow and Moscow region,13.2,7052.0,13,476,177,366.0,75684.7,150.5,616.6,60295.1,21.1,18.8,0.9999999961243567,0.9999999982276389,0.9251099261986443,0.99999999837805,0.9999999980680621,0.8253582126176099,0.9999999989486482,0.8406553709520272,0.9634074099582092,0.9999999990304307,0.633442872739452,0.9999999965915175,0.924870520021375
2014-07-01,St. Petersburg,5.8,1681.0,3,43,143,328.0,21625.2,6.8,787.0,5235.0,4.1,4.3,0.6812830187675682,0.7458571521114902,0.39624062375115315,0.6100478829689888,0.958790776364237,0.7826497184858453,0.8682954096128231,0.32139672003407155,0.9999999985003513,0.7630485332454441,0.29311236814781527,0.4971663862420923,0.6138084595536013
2014-10-01,Altai region,3.2,929.0,4,7,13,389.0,1013.6,0.0,46.9,141.3,10.0,0.6,0.4562368387083346,0.6520511275254381,0.4999999981966312,0.31670757717351294,0.497174231274534,0.8673432573877911,0.5461984227871075,0.0,0.5714415508372985,0.43983054633225904,0.4897669745429564,0.0,0.5170585472187956
2014-10-01,Amurskaya Oblast,5.0,256.0,4,2,6,316.0,655.8,6.6,4.8,84.4,0.7,0.1,0.6312894760301521,0.42481763277400647,0.4999999981966312,0.1128135152007739,0.34730379145728757,0.7889672807313949,0.5014268043302347,0.31972922972118634,0.2329439177265253,0.3931517198032846,0.0,0.0,0.3788202774669592
2014-10-01,Arkhangelsk region,3.7,346.0,7,0,19,290.0,1359.4,2.5,33.3,213.0,0.0,0.4,0.5131833504163408,0.47792881510130003,0.7018387279830529,0.0,0.5707321985688759,0.7565887422708529,0.5763817164505489,0.15524860465696502,0.5205852271059656,0.47700626216670317,0.0,0.0,0.4907721482991312
