date,region,"The number of accounts opened by institutions of the banking system, per 1 resident, units.",Total number of banking system institutions,institutions of the Bank of Russia,credit institutions,branches of credit organizations,Number of bank institutions per 1 million inhabitants,payments orders with internet,payment requirements with internet,collection orders,volume orders in electronic form with internet,volume payment requirements,volume collection orders,"The number of accounts opened by institutions of the banking system, per 1 resident, units._normalized",Total number of banking system institutions_normalized,institutions of the Bank of Russia_normalized,credit institutions_normalized,branches of credit organizations_normalized,Number of bank institutions per 1 million inhabitants_normalized,payments orders with internet_normalized,payment requirements with internet_normalized,collection orders_normalized,volume orders in electronic form with internet_normalized,volume payment requirements_normalized,volume collection orders_normalized,geometric_mean
2021-01-01,The Republic of Karelia,3.8,129.0,2,0,1,209.0,598.4,15.2,76.0,115.9,0.0,0.1,0.4134899738925484,0.40312414431010224,0.33333333173033886,0.0,0.0,0.7133109819328703,0.5106905699531802,0.3891703506412296,0.4824399826092243,0.4156308829092085,0.0,0.0,0.44649208732339324
2021-01-01,Komi Republic,4.8,206.0,4,1,4,248.0,948.7,30.2,188.0,91.2,0.1,0.6,0.5035459914671728,0.48534595914669687,0.6666666634606777,0.0,0.3372261965586749,0.7718664820299915,0.5474959533016558,0.4873528331644203,0.5833351469557039,0.3946712477597242,0.0,0.0,0.5162632405847191
2021-01-01,Mari El Republic,3.7,127.0,1,2,2,187.0,560.1,12.3,91.5,62.9,0.0,0.1,0.40320965089180905,0.40037934308208945,0.0,0.1295152378814252,0.16861309827933746,0.6752450423014094,0.5054078375111376,0.3588958460418198,0.5031162909468768,0.3621824306063662,0.0,0.0,0.3499346316060571
2021-01-01,The Republic of Mordovia,4.7,215.0,1,2,2,270.0,682.3,12.0,72.7,119.0,0.1,0.3,0.49543012820275784,0.4928576657725272,0.0,0.1295152378814252,0.16861309827933746,0.8009546190012359,0.5211699255714699,0.35536457464743565,0.4774947567835475,0.41793921750085555,0.0,0.0,0.37808056954343944
2021-01-01,The Republic of Sakha (Yakutia),4.9,276.0,3,1,4,285.0,1107.6,24.4,236.0,152.6,0.2,1.6,0.511494505362221,0.5367319310885901,0.5283208310330327,0.0,0.3372261965586749,0.8194586228567821,0.5598640164684261,0.45685485854457164,0.6086661805000448,0.43968799074477866,0.0,0.11318260933029717,0.4458726932523267
2021-01-01,Republic of North Ossetia - Alania,3.4,59.0,1,1,2,84.0,165.3,4.0,137.9,21.3,0.0,0.1,0.3706136854221169,0.2657068267603688,0.0,0.0,0.16861309827933746,0.4013526073265064,0.4079418295970992,0.198252882464433,0.5488110845229862,0.2674870491163442,0.0,0.0,0.30710410263492927
2021-01-01,Republic of Tatarstan,5.0,1016.0,3,15,7,261.0,5569.8,91.8,504.8,1605.8,0.8,1.6,0.519282432182969,0.7656617477401322,0.5283208310330327,0.5060018648669402,0.47335681137788055,0.7893521280986623,0.6888623541880612,0.6463462528277938,0.693366347277067,0.6455089682766357,0.0,0.11318260933029717,0.528355911125045
2021-01-01,Tyva Republic,3.3,51.0,1,0,2,157.0,303.5,8.3,114.9,12.9,0.0,0.2,0.3591056885611916,0.2401105502079533,0.0,0.0,0.16861309827933746,0.615399870637618,0.4564706086206501,0.3026440614689728,0.5284844616655764,0.22363213317782765,0.0,0.0,0.33156921819331003
2021-01-01,The Republic of Khakassia,3.8,102.0,1,1,1,190.0,631.0,15.2,96.2,72.6,0.1,0.2,0.4134899738925484,0.3618713517606341,0.0,0.0,0.0,0.6806919589252721,0.514927231740951,0.3891703506412296,0.5086963169511868,0.37472454709108005,0.0,0.0,0.452603617966378
2021-01-01,Rostov region,4.7,853.0,2,7,22,203.0,10053.4,95.1,628.7,1890.0,2.5,1.6,0.49543012820275784,0.7349435972181491,0.33333333173033886,0.36359524054788045,0.7519185817832756,0.7033421013096424,0.736027973238352,0.6513968627159462,0.7178175550651195,0.6597595275266004,0.18368467338572633,0.11318260933029717,0.46792034477063515
2021-01-01,Ryazan Oblast,4.5,215.0,1,3,2,193.0,1351.0,18.2,107.7,186.4,0.2,0.2,0.478667084306901,0.4928576657725272,0.0,0.20527679531403908,0.16861309827933746,0.6860535417443836,0.5757295676507083,0.41493005410970507,0.521275533408045,0.45718473434992907,0.0,0.0,0.4088103296030514
2021-01-01,Samara Region,7.9,576.0,2,8,13,181.0,10923.7,75.9,3212.3,1505.1,1.1,16.9,0.6956148008473123,0.6659689121753484,0.33333333173033886,0.38854571364427554,0.6239426058716878,0.6640840303001941,0.7426588427432024,0.6191465255465991,0.8995193910422677,0.6398454012564946,0.019106402191675465,0.680851621589737,0.4581780264016156
2021-01-01,Saratov region,4.3,458.0,1,5,3,188.0,1763.6,44.3,474.6,278.4,0.4,0.6,0.461141827080597,0.6257000321479411,0.0,0.3007250695529011,0.2672454379031608,0.677070330381182,0.5970151012980746,0.5421457813596907,0.6864941377973236,0.4922669370686599,0.0,0.0,0.49290301984912666
2021-01-01,Sakhalin region,4.7,118.0,2,3,3,241.0,1161.0,23.1,116.9,215.2,0.2,0.3,0.49543012820275784,0.38746762831304965,0.33333333173033886,0.20527679531403908,0.2672454379031608,0.7620675103116447,0.5636246510952594,0.4490250298485401,0.5304068414319957,0.46974907807742455,0.0,0.0,0.41947644332280665
2021-01-01,Sverdlovsk region,6.8,840.0,3,9,28,195.0,21745.1,262.5,2591.7,3978.9,4.3,15.0,0.6378144834818664,0.7322458145323284,0.5283208310330327,0.41055359062807817,0.8105830079365555,0.6895818276713079,0.7976436018901403,0.796597291336672,0.8756049849490111,0.7248605642601096,0.292401979764728,0.6521315344948798,0.6356879913096737
2021-01-01,Smolensk region,4.3,124.0,1,0,2,132.0,909.0,19.7,115.5,135.8,0.1,0.2,0.461141827080597,0.396180010729166,0.0,0.0,0.16861309827933746,0.5560403141458142,0.544081834458871,0.4262559616747503,0.5290646668468874,0.429487974707292,0.0,0.0,0.4163320935772681
2021-01-01,Stavropol region,3.9,462.0,3,3,13,165.0,3836.9,65.4,376.6,544.4,0.5,1.2,0.42350324508746906,0.6272275522477577,0.5283208310330327,0.20527679531403908,0.6239426058716878,0.632409120177435,0.6590963560157164,0.597853249058527,0.6607287717404412,0.5509138063550922,0.0,0.04390525572795666,0.4199197330922579
2021-01-01,Tambov Region,4.2,235.0,1,1,2,231.0,921.6,24.2,98.1,114.3,0.2,0.1,0.45207107289868204,0.5084825106787929,0.0,0.0,0.16861309827933746,0.7475636152198141,0.5451812997591947,0.4556778212401588,0.5108750623811231,0.414415210598224,0.0,0.0,0.44449965621469245
2021-01-01,Tver region,4.1,167.0,1,2,4,132.0,1238.4,24.5,143.1,193.6,0.1,0.3,0.44278172542126826,0.44847724690137514,0.0,0.1295152378814252,0.3372261965586749,0.5560403141458142,0.5687791517097107,0.45743976416641724,0.5529345128571157,0.46049906434231347,0.0,0.0,0.4088900192475551
2021-01-01,Tomsk region,4.0,197.0,1,1,3,183.0,1258.5,38.0,177.5,396.0,0.5,0.3,0.433262988311211,0.47749863283484206,0.0,0.0,0.2672454379031608,0.6678449550014544,0.5700650359427769,0.5202083782522977,0.5769328873833801,0.5230807654590682,0.0,0.0,0.48965273361287986
2021-01-01,Tula region,4.9,234.0,1,0,5,158.0,1731.1,28.6,202.6,403.8,1.7,0.4,0.511494505362221,0.5077334105901798,0.0,0.0,0.3915074900607976,0.61757283478642,0.5955295639892831,0.4795680964521099,0.5916668703271264,0.5247865408323096,0.1063726540005868,0.0,0.4379194957439193
2021-01-01,Tyumen region,4.8,835.0,8,6,15,224.0,6279.2,116.1,733.5,1929.9,1.0,2.5,0.5035459914671728,0.7311970728825494,0.9999999951910166,0.33479203319546424,0.6587529279639585,0.737032301103174,0.698437089395934,0.679930480790932,0.7349923399407845,0.6615864981538896,0.0,0.2206539896407098,0.5906003642635527
2021-01-01,Udmurt republic,4.6,310.0,1,3,2,206.0,2138.4,66.5,218.7,330.5,0.7,0.4,0.48713971693161034,0.5571390351576595,0.0,0.20527679531403908,0.16861309827933746,0.7083628373725851,0.6124055366149102,0.6002385984871815,0.6001852660092674,0.5072689608688601,0.0,0.0,0.4492037904785972
2021-01-01,Ulyanovsk region,4.7,239.0,1,1,2,193.0,941.8,30.8,165.3,162.7,0.5,0.3,0.49543012820275784,0.5114473693224713,0.0,0.0,0.16861309827933746,0.6860535417443836,0.5469129487850347,0.4901662201299705,0.5690003099146858,0.44529254247539596,0.0,0.0,0.45960159150822616
2021-01-01,Khabarovsk region,7.4,282.0,3,0,13,213.0,7062.3,42.2,1019.8,898.2,0.9,6.8,0.6704104489515585,0.5405097907690488,0.5283208310330327,0.0,0.6239426058716878,0.7197991516738279,0.7078237182765255,0.5352006161342128,0.7717021686350202,0.5947012738178133,0.0,0.4616183570309813,0.6079769892235561
2021-01-01,Chelyabinsk region,4.2,716.0,3,6,43,206.0,5131.7,80.8,638.3,1445.4,0.7,2.1,0.45207107289868204,0.7041885046394212,0.5283208310330327,0.33479203319546424,0.9149393123742898,0.7083628373725851,0.6823194739344614,0.6280932228778134,0.7195057196094138,0.6363059750778302,0.0,0.17866756639906314,0.5457549370241548
2021-01-01,Chechen Republic,1.3,50.0,1,0,2,34.0,501.8,2.1,46.8,54.1,0.0,0.7,0.0,0.23663194733679394,0.0,0.0,0.16861309827933746,0.09181085555401297,0.4966293552739544,0.10610388480681839,0.42842809283032374,0.3490025146274049,0.0,0.0,0.22463403366071108
2021-01-01,Chuvash Republic,4.7,281.0,1,2,2,230.0,1015.3,25.6,139.8,114.7,0.1,0.4,0.49543012820275784,0.5398857627430883,0.0,0.1295152378814252,0.16861309827933746,0.7460788376037043,0.5529146753888362,0.463720619782231,0.5503354754086199,0.41472071665077237,0.0,0.0,0.39877781960969805
2021-01-01,Chukotka Autonomous Okrug,3.9510186005314436,24.0,3,0,0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428513397458941,0.10770020299855627,0.5283208310330327,0.0,0.0,0.999999996577593,0.0,0.0,0.0,0.0,0.0,0.0,0.3951569866268529
2021-01-01,Yaroslavl region,4.1,233.0,1,1,4,185.0,3068.1,51.2,217.7,444.7,0.8,0.7,0.44278172542126826,0.5069811023543563,0.0,0.0,0.3372261965586749,0.671564999276982,0.6412375851141069,0.5628470610144476,0.5996747282550638,0.533223831866032,0.0,0.0,0.526081689271936
2021-01-01,Moscow and Moscow region,17.4,3857.0,1,211,61,191.0,273979.8,1088.5,7916.7,92500.8,146.7,63.6,0.9999999961451074,0.9999999982433629,0.0,0.9999999981314901,0.9999999975674272,0.6824885021778054,0.9999999992013295,0.9999999985699077,0.9999999988860084,0.9999999991254898,0.9999999979953451,0.999999997591878,0.9658679546505997
2021-01-01,St. Petersburg,8.0,1062.0,3,23,45,197.0,37932.8,254.0,2450.5,9019.8,9.0,15.1,0.7004637863709604,0.7734402373505487,0.5283208310330327,0.5858702028100891,0.9259983658671191,0.6930741100525855,0.8420838372293986,0.791889883126029,0.8693641882114724,0.79643194371175,0.4404677083414226,0.6537316214642346,0.7019380746415552
2021-04-01,Altai region,4.1,631.0,2,2,2,270.0,2661.7,64.3,475.0,424.3,0.3,0.7,0.4389359891430421,0.6824874933391691,0.33333333173033886,0.12998007322934643,0.16929380718529938,0.789984959878294,0.6190613511782834,0.5838038377795355,0.6953288732666509,0.519783971650008,0.0,0.0,0.4320684040439261
2021-04-01,Amurskaya Oblast,5.7,181.0,2,2,4,228.0,1462.6,26.3,201.5,220.1,0.1,0.5,0.5648435459817043,0.46295680165698816,0.33333333173033886,0.12998007322934643,0.33858761437059876,0.7329126584757083,0.5720630346243978,0.4584507161267923,0.5985851233713918,0.46339720926642275,0.0,0.0,0.4276380420559875
2021-04-01,Arkhangelsk region,4.1,217.0,3,0,2,190.0,1332.0,35.1,228.3,176.0,0.1,0.7,0.4389359891430421,0.4948455401275917,0.5283208310330327,0.0,0.16929380718529938,0.6713693848617768,0.5647211554612501,0.49892199452911007,0.6126727587096062,0.4441882527835413,0.0,0.0,0.46416286604774987
2021-04-01,Astrakhan region,4.1,181.0,1,2,2,178.0,707.5,22.5,207.2,71.0,0.3,0.4,0.4389359891430421,0.46295680165698816,0.0,0.12998007322934643,0.16929380718529938,0.6493472205128826,0.5150579722453037,0.4365692694449166,0.6017321780380657,0.36620021038176936,0.0,0.0,0.374203211773104
2021-04-01,Belgorod region,4.2,373.0,1,1,3,241.0,2043.4,60.2,268.1,690.2,0.2,0.6,0.4481446549243878,0.590068776971108,0.0,0.0,0.26832433599301736,0.751630438574407,0.5983114300143746,0.5745652895885025,0.6308024502887909,0.5615819242584974,0.0,0.0,0.5328068590232428
2021-04-01,Bryansk region,4.0,149.0,1,0,2,124.0,1044.6,25.7,157.8,184.3,0.3,0.3,0.42949992606970633,0.4287563265904951,0.0,0.0,0.16929380718529938,0.5273209722359594,0.5456433474696994,0.45521478452381453,0.5710056830375835,0.44814698875308034,0.0,0.0,0.42401818812194175
2021-04-01,Vladimir region,4.3,253.0,1,1,2,185.0,1821.4,41.6,215.4,260.0,1.4,0.4,0.4571366259803843,0.521828240571003,0.0,0.0,0.16929380718529938,0.6623674255990208,0.58928384601309,0.5227448092600172,0.6061108739079231,0.47770952590446897,0.06756231709359527,0.0,0.3789607821828225
2021-04-01,Volgograd region,3.9,486.0,2,1,8,194.0,2552.2,37.7,404.8,395.4,1.3,0.7,0.4198249501171204,0.6365886688276818,0.33333333173033886,0.0,0.5078814215558981,0.6784020031286725,0.6157638684233236,0.5089417903556119,0.6772869316628936,0.5137237456576641,0.05268172437637307,0.0,0.4213373868005337
2021-04-01,Vologda Region,3.8,243.0,2,3,1,208.0,1858.2,44.1,271.6,263.1,0.3,0.6,0.409898648185128,0.5147388899223927,0.33333333173033886,0.20601354190950394,0.0,0.701922701923863,0.5908539518820162,0.5309278474134791,0.6322657309171374,0.47872776067775996,0.0,0.0,0.462361050219447
2021-04-01,Voronezh region,6.9,569.0,1,0,8,244.0,8680.1,91.4,1294.1,1559.2,2.5,6.6,0.637853611562493,0.6643061230054434,0.0,0.0,0.5078814215558981,0.7558064110142563,0.7118467684683515,0.6331163408975548,0.8084007381740689,0.6315927332663651,0.183987616923343,0.4681748090549473,0.5634290920264324
2021-04-01,Jewish Autonomous Region,3.6,39.0,1,0,1,244.0,118.4,3.0,35.6,9.4,0.0,0.1,0.3892373387250969,0.19312733028604703,0.0,0.0,0.0,0.7558064110142563,0.3747364333013763,0.15404464620688893,0.40302258545430397,0.19249589068059686,0.0,0.0,0.3065583630470679
2021-04-01,Zabaykalsky Krai,3.9,199.0,1,0,2,187.0,943.7,21.7,261.7,104.5,0.1,0.4,0.4198249501171204,0.4796232600880886,0.0,0.0,0.16929380718529938,0.6659970677435755,0.5376698341604814,0.4314929692063569,0.6280766435866805,0.3994044433931022,0.0,0.0,0.4366410876539189
2021-04-01,Ivanovo region,3.8,163.0,1,3,2,162.0,1463.7,36.6,153.3,178.7,0.1,0.3,0.409898648185128,0.4445431393202878,0.0,0.20601354190950394,0.16929380718529938,0.6175539995176043,0.5721220467294028,0.5047896908140389,0.5677416939119304,0.44549615968196027,0.0,0.0,0.40399625896846963
2021-04-01,Irkutsk region,4.8,413.0,1,3,7,172.0,2939.3,62.4,642.1,676.2,1.2,1.8,0.4991724932490649,0.607976569997028,0.0,0.20601354190950394,0.4752678028755212,0.6377728248782045,0.626848475779455,0.5795981047965914,0.7293353240108326,0.5598214436466336,0.03660945983777642,0.14582763797123208,0.3643218293018979
2021-04-01,Kabardino-Balkar Republic,3.0,83.0,2,1,3,96.0,368.9,8.5,199.1,48.9,0.0,0.3,0.31956477154573837,0.32589938371428046,0.33333333173033886,0.0,0.26832433599301736,0.4409297744618917,0.46394164239609803,0.30007468368552814,0.5972333266109753,0.33416473721179785,0.0,0.0,0.36469311081610206
2021-04-01,Kaliningrad region,4.2,196.0,1,1,5,196.0,2130.2,29.9,188.9,329.7,0.1,0.5,0.4481446549243878,0.4769529494255242,0.0,0.0,0.3930880471939906,0.681864120319916,0.601576847972137,0.4764391522584755,0.5913003254851974,0.49811291268352004,0.0,0.0,0.5135284263538528
2021-04-01,Kaluga region,4.7,190.0,1,3,4,188.0,1808.3,68.3,193.2,311.1,0.3,0.7,0.4911271195012518,0.47148747071224645,0.0,0.20601354190950394,0.33858761437059876,0.6677973571685415,0.5887172549786549,0.5922659816512436,0.5938396351227623,0.4931243168520361,0.0,0.0,0.4691643162418513
2021-04-01,Kamchatka Krai,4.9,93.0,2,1,2,295.0,552.7,10.8,105.6,73.6,0.1,0.2,0.5070519711236786,0.3458972938522445,0.33333333173033886,0.0,0.16929380718529938,0.8198764661700418,0.495676020204795,0.333653961589528,0.5256903319271016,0.36928992046976183,0.0,0.0,0.3997257888122277
2021-04-01,Karachay-Cherkess Republic,2.8,37.0,1,1,1,79.0,161.3,5.1,131.1,18.6,0.0,0.2,0.2931997571278115,0.18387297931145935,0.0,0.0,0.0,0.37514048930275545,0.3990066074735369,0.2284480021909635,0.5500929536143854,0.25112427316082153,0.0,0.0,0.30659623142766423
2021-04-01,Kemerovo region,4.4,429.0,2,5,6,160.0,2655.8,56.7,630.9,613.6,0.9,1.4,0.4659218666348483,0.6146583081549682,0.33333333173033886,0.3018043838067362,0.4376181431783167,0.6133607348225811,0.6188871657023538,0.5661665231415223,0.7273501127329824,0.5514758125148868,0.0,0.08347748331027521,0.429065308309085
2021-04-01,Kirov region,4.5,306.0,1,3,4,241.0,3382.2,29.6,229.4,290.2,0.2,0.7,0.4745096693423146,0.5552631214594795,0.0,0.20601354190950394,0.33858761437059876,0.751630438574407,0.6378655155440001,0.4750251824986708,0.6132150323790848,0.4871498943286275,0.0,0.0,0.47582633284804204
2021-04-01,Kostroma region,5.1,102.0,1,3,2,160.0,1600.4,21.8,106.6,159.4,0.1,0.3,0.5223396552155583,0.36213579117343236,0.0,0.20601354190950394,0.16929380718529938,0.6133607348225811,0.5791304843235934,0.4321376484092683,0.5267536513427918,0.43567754097037054,0.0,0.0,0.39468428554731333
2021-04-01,Krasnodar region,5.0,1216.0,3,5,17,215.0,14153.3,153.5,2056.3,3061.2,1.0,6.0,0.514772256686924,0.7978099402426879,0.5283208310330327,0.3018043838067362,0.6919821461237109,0.7130957042743843,0.7502237138298886,0.7058128067174584,0.8606456404921256,0.6895495037183066,0.0,0.44452871562444624,0.6120364971628712
2021-04-01,Krasnoyarsk region,5.6,548.0,2,2,13,191.0,6163.4,87.6,698.9,2299.9,0.4,2.2,0.5580798094483558,0.6576954362741249,0.33333333173033886,0.12998007322934643,0.6264615281438016,0.673141323140929,0.6849700225421329,0.6271620784655844,0.7388981309192744,0.6649847260756148,0.0,0.19561327496618333,0.4748701156323312
2021-04-01,Kurgan region,3.9,263.0,1,2,2,315.0,742.7,21.4,181.5,77.6,0.1,0.3,0.4198249501171204,0.5286427399749549,0.0,0.12998007322934643,0.16929380718529938,0.8420190563022505,0.5188692212292558,0.42954095420621047,0.5867919047222665,0.3738364018161256,0.0,0.0,0.3883786843279266
2021-04-01,Kursk region,4.7,204.0,1,0,3,184.0,1369.6,25.6,160.5,279.5,0.1,0.3,0.4911271195012518,0.4839855700787215,0.0,0.0,0.26832433599301736,0.6605378630330954,0.5669062090323832,0.4546681269907499,0.5729196897248506,0.4839224816621952,0.0,0.0,0.4839855802707835
2021-04-01,Leningrad region,3.9510186005314436,313.0,1,1,2,169.0,70.9,0.1,1.0,9.4,0.0,0.0,0.4247915873125401,0.559239202111577,0.0,0.0,0.16929380718529938,0.6318333144467035,0.3344847710481248,0.0,0.0,0.19249589068059686,0.0,0.0,0.34326997622558464
2021-04-01,Lipetsk region,4.2,258.0,1,0,2,226.0,1052.8,34.8,161.4,198.4,0.8,0.4,0.4481446549243878,0.5252685083255072,0.0,0.0,0.16929380718529938,0.7299385998795946,0.5462571123715462,0.49771840362291875,0.5735505433062815,0.4544801878668347,0.0,0.0,0.4616090399867043
2021-04-01,Magadan Region,9.0,53.0,1,0,1,375.0,343.8,9.3,52.6,107.7,0.1,0.3,0.7393897216628589,0.24704807946776655,0.0,0.0,0.0,0.9008726466250518,0.45841051244320086,0.31268699872751105,0.4470631506301151,0.4019956580364823,0.0,0.0,0.45818301816086576
2021-04-01,Murmansk region,4.9,152.0,2,2,1,203.0,765.3,15.0,200.8,124.2,0.1,0.5,0.5070519711236786,0.4322606035268204,0.33333333173033886,0.12998007322934643,0.0,0.693709316985605,0.5212221396159515,0.3797159739083425,0.598192519702042,0.41424135615238805,0.0,0.0,0.40939756881580885
2021-04-01,Nizhny Novgorod Region,6.1,681.0,2,4,24,212.0,24545.7,88.7,710.6,5350.3,4.2,3.9,0.5907613501228299,0.6958927715461276,0.33333333173033886,0.25996014645869286,0.7762057575489155,0.708352486177284,0.7934417156522878,0.6289118371625014,0.7407711261227478,0.7375161106542338,0.28815939385471473,0.3376531111182039,0.5324790282491484
2021-04-01,Novgorod region,4.2,144.0,2,2,3,240.0,819.6,17.0,136.4,75.2,0.0,0.2,0.4481446549243878,0.42275601468540813,0.33333333173033886,0.12998007322934643,0.26832433599301736,0.7502268878326924,0.5266027955819034,0.39726603435584296,0.5545640582137512,0.3711374851716875,0.0,0.0,0.38478376167224004
2021-04-01,Novosibirsk region,12.9,574.0,1,3,27,205.0,25202.7,171.3,2380.2,3006.9,30.9,14.2,0.8769615760975048,0.665844121195143,0.0,0.20601354190950394,0.804973007979052,0.6970186912091877,0.7955150949151761,0.721196885039703,0.877148141946293,0.6880119703170993,0.6888825048250694,0.6582592490921048,0.6614113368188678
2021-04-01,Omsk region,4.3,418.0,1,2,5,215.0,1727.8,60.9,324.0,209.5,0.3,0.5,0.4571366259803843,0.6100920235851633,0.0,0.12998007322934643,0.3930880471939906,0.7130957042743843,0.5851427687176656,0.576186318968024,0.6521681924876065,0.4591569187094041,0.0,0.0,0.4654790593517513
2021-04-01,Orenburg region,4.4,514.0,3,3,4,262.0,1539.6,38.7,309.5,298.6,0.3,0.5,0.4659218666348483,0.6464355987154757,0.5283208310330327,0.20601354190950394,0.33858761437059876,0.77983221058288,0.5760903311557699,0.5126126146462308,0.647002802098973,0.48960125275976135,0.0,0.0,0.4907194429048507
2021-04-01,Oryol Region,4.7,149.0,1,0,4,201.0,743.6,19.7,132.3,97.8,0.1,0.2,0.4911271195012518,0.4287563265904951,0.0,0.0,0.33858761437059876,0.6903671761478729,0.5189642824381541,0.41793483284032706,0.551120909289805,0.3937119353754947,0.0,0.0,0.4683854501371561
2021-04-01,Penza region,4.2,304.0,1,1,2,231.0,1057.8,23.3,157.7,180.3,0.1,0.3,0.4481446549243878,0.5541103824321095,0.0,0.0,0.16929380718529938,0.7373251849303413,0.5466290174691736,0.4414681949499566,0.5709341664869511,0.4462619225013863,0.0,0.0,0.4570990589077641
2021-04-01,Perm,4.1,639.0,2,4,8,245.0,4922.1,155.4,589.2,900.5,1.1,1.4,0.4389359891430421,0.6847022258993357,0.33333333173033886,0.25996014645869286,0.5078814215558981,0.7571869997160959,0.6673172153147089,0.7075377440506649,0.7196354717097058,0.5844308869912658,0.019137913590881423,0.08347748331027521,0.3482067028621073
2021-04-01,Primorsky Krai,5.1,405.0,3,8,9,213.0,6388.5,63.0,481.4,1260.2,0.6,1.0,0.5223396552155583,0.6045379846323499,0.5283208310330327,0.38994021968803927,0.5366486719860347,0.7099409760125269,0.6877856801174014,0.5809399090995127,0.6968387893033129,0.613302615979421,0.0,0.0,0.57897207022643
2021-04-01,Pskov region,4.0,134.0,2,2,4,213.0,694.3,18.6,100.3,63.6,0.0,0.2,0.42949992606970633,0.41010364407449046,0.33333333173033886,0.12998007322934643,0.33858761437059876,0.7099409760125269,0.5135796539197925,0.4098783493978258,0.519881064392577,0.3567445762618227,0.0,0.0,0.38503744962489816
2021-04-01,Republic of Adygea,3.2,83.0,1,1,2,183.0,278.9,5.5,66.7,22.3,0.0,0.1,0.34422759545248865,0.32589938371428046,0.0,0.0,0.16929380718529938,0.6586983300497464,0.4419890040861015,0.23903548089663745,0.47385601259441246,0.26671022164390773,0.0,0.0,0.3371724591005978
2021-04-01,Altai Republic,3.4,38.0,1,1,1,174.0,175.1,5.1,71.0,15.9,0.0,0.1,0.36739475741898203,0.1885610457162421,0.0,0.0,0.0,0.6416752205616485,0.4054502901219948,0.2284480021909635,0.4809042682777274,0.237650179934429,0.0,0.0,0.33470352023901545
2021-04-01,Republic of Bashkortostan,4.6,813.0,4,1,8,201.0,5553.5,76.3,814.2,769.9,0.3,1.7,0.48290871376591665,0.7270376425467683,0.6666666634606777,0.0,0.5078814215558981,0.6903671761478729,0.6767909160601823,0.6077969144246883,0.7561251566137798,0.5709699328743857,0.0,0.13164685269967455,0.5349341892190217
2021-04-01,The Republic of Buryatia,4.6,163.0,1,0,3,166.0,1059.7,15.4,267.1,110.3,0.1,0.4,0.48290871376591665,0.4445431393202878,0.0,0.0,0.26832433599301736,0.6257874190860759,0.5467698806680856,0.38340612055123346,0.6303808602808227,0.40404494753193115,0.0,0.0,0.4576624393837444
2021-04-01,The Republic of Dagestan,1.7,90.0,1,2,3,29.0,462.0,11.4,331.9,72.1,0.0,0.6,0.10251470509843782,0.340133102965545,0.0,0.12998007322934643,0.26832433599301736,0.03686059960229525,0.4816059083441994,0.3412351310866092,0.6548859854602483,0.3675209812216269,0.0,0.0,0.22959886788761916
2021-04-01,The Republic of Ingushetia,1.7,13.0,1,0,2,26.0,57.7,0.7,58.6,12.2,0.0,0.1,0.10251470509843782,0.0,0.0,0.0,0.16929380718529938,0.0,0.31831393674254405,0.0,0.4592495207432192,0.21489447910858028,0.0,0.0,0.2224904489810424
2021-04-01,Republic of Kalmykia,3.7,31.0,1,0,1,114.0,132.6,3.3,56.2,8.6,0.0,0.1,0.399707613898999,0.1527699635661974,0.0,0.0,0.0,0.4989384245010873,0.38362733578715974,0.16740879940207282,0.4545317314030897,0.18485455024881692,0.0,0.0,0.2880153581956734
2021-04-01,The Republic of Karelia,3.9,126.0,2,0,1,204.0,695.0,16.6,95.1,134.5,0.0,0.2,0.4198249501171204,0.39928225453093497,0.33333333173033886,0.0,0.0,0.6953680597193047,0.5136587526094852,0.3939273652076695,0.5138750378504863,0.4210857706102834,0.0,0.0,0.45065592303635854
2021-04-01,Komi Republic,4.8,200.0,4,1,4,241.0,1058.0,32.0,205.4,108.8,0.2,0.6,0.4991724932490649,0.48050442520003345,0.6666666634606777,0.0,0.33858761437059876,0.751630438574407,0.5466438570841274,0.4859567533515739,0.6007478225992605,0.4028686382250529,0.0,0.0,0.5165075361762623
2021-04-01,Mari El Republic,3.7,125.0,1,2,2,184.0,663.5,13.4,100.0,74.0,0.0,0.2,0.399707613898999,0.3978815134801705,0.0,0.12998007322934643,0.16929380718529938,0.6605378630330954,0.510017959415947,0.3639000740057337,0.5195431189930625,0.36975555005134164,0.0,0.0,0.3517417842592549
2021-04-01,The Republic of Mordovia,4.8,214.0,1,2,2,269.0,732.3,12.8,80.8,137.0,0.1,0.3,0.4991724932490649,0.49239827918773216,0.0,0.12998007322934643,0.16929380718529938,0.7887324409382254,0.5177623024275915,0.3574767763204351,0.495491223789815,0.42266792301632866,0.0,0.0,0.3800365441026923
2021-04-01,The Republic of Sakha (Yakutia),4.9,267.0,3,1,3,276.0,1367.3,26.4,275.3,183.1,0.2,1.6,0.5070519711236786,0.5312962555910495,0.5283208310330327,0.0,0.26832433599301736,0.7974040160432064,0.566774281251647,0.45898285141301715,0.633792264402969,0.4475857992942921,0.0,0.1166061144007509,0.438366804780649
2021-04-01,Republic of North Ossetia - Alania,3.4,59.0,1,1,2,84.0,197.5,4.7,169.1,23.5,0.0,0.2,0.36739475741898203,0.2659009934356337,0.0,0.0,0.16929380718529938,0.3958557899213384,0.41489952064263835,0.216995314541054,0.5788083397278925,0.27121300490501293,0.0,0.0,0.3131725553698924
